职位名称,公司名称,薪资水平,职位要求,发布时间,工作待遇,员工数目,公司领域,公司性质
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
WXG08-122 微信NLP算法工程师（搜一搜）（深圳）,深圳市腾讯计算机系统有限公司,,"['深圳', '3-4年经验', '硕士', '招1人']",01-06,,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师 - 游戏,字节跳动,3-6万/月,"['深圳', '3-4年经验', '本科', '招10人']",01-06,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,10000人以上,互联网/电子商务,民营公司
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,浙江华云信息科技有限公司,1-1.5万/月,"['杭州-滨江区', '3-4年经验', '本科', '招1人']",01-05,,1000-5000人,多元化业务集团公司,国企
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
NLP算法工程师,珍岛信息技术（上海）股份有限公司,1.5-3万/月,"['上海', '3-4年经验', '本科', '招1人']",01-05,五险一金 做五休二 绩效奖金 年终奖金,1000-5000人,互联网/电子商务,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
nlp算法工程师,上海爱数信息技术股份有限公司,3-4万/月,"['上海', '5-7年经验', '本科', '招2人']",01-05,弹性工作,1000-5000人,计算机软件,民营公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,上海犀语科技有限公司,1.8-3.6万/月,"['上海-杨浦区', '1年经验', '硕士', '招1人']",01-05,五险一金 餐饮补贴 弹性工作 定期体检 通讯补贴 交通补贴 年终奖金 股票期权 绩效奖金,少于50人,互联网/电子商务,创业公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,深圳市道合顺电子科技有限公司,0.8-1.5万/月,"['深圳-福田区', '2年经验', '本科', '招1人']",01-05,五险一金 员工旅游 餐饮补贴 交通补贴 年终奖金 加班少 周末双休,50-150人,电子技术/半导体/集成电路,民营公司
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师(J10634),智慧芽信息科技（苏州）有限公司,2-4万/月,"['上海-静安区', '招2人']",01-05,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,500-1000人,计算机软件,外资（非欧美）
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,中通智新（武汉）技术研发有限公司,1.5-2万/月,"['武汉-洪山区', '5-7年经验', '本科', '招1人']",01-05,补充医疗保险 年终奖金 绩效奖金 弹性工作 定期体检,150-500人,计算机软件,民营公司
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,深圳思谋信息科技有限公司,1.5-2万/月,"['深圳-南山区', '在校生/应届生', '本科', '招2人']",01-01,五险一金 绩效奖金 年终奖金 定期体检 专业培训,150-500人,计算机软件,外资（非欧美）
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
NLP算法工程师,广州深声科技有限公司,1.5-2.5万/月,"['广州-天河区', '3-4年经验', '本科', '招2人']",12-31,周末双休 弹性工作 餐饮补贴 节日福利 年终奖金 专业培训 定期体检 下午茶 员工旅游,50-150人,计算机软件,民营公司
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
nlp算法工程师,广发银行股份有限公司信用卡中心,1.5-2万/月,"['佛山-南海区', '本科', '招若干人']",12-31,五险一金 绩效奖金 专业培训 补充医疗保险 定期体检 餐饮补贴 年终奖金,10000人以上,银行,合资
