职位名称,公司名称,薪资水平,职位要求,发布时间,工作待遇,员工数目,公司领域,公司性质
金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,21世纪报系,1-2万/月,"['上海-徐汇区', '1年经验', '本科', '招2人']",01-06,五险一金 交通补贴 通讯补贴 年终奖金 定期体检 带薪年假 周末双休,500-1000人,文字媒体/出版,国企
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师,唯品会（中国）有限公司,,"['广州-荔湾区', '3-4年经验', '本科', '招若干人']",01-06,带薪年假 五险一金 包三餐 免费班车 绩效奖金 交通补贴 节日福利 补充医疗保险 年终奖金 股票期权,10000人以上,互联网/电子商务,上市公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师（苏州）,苏州思必驰信息科技有限公司,,"['苏州', '硕士', '招若干人']",01-06,,,计算机软件,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,孩子王儿童用品股份有限公司,,"['南京', '硕士', '招1人']",01-06,,,批发/零售,民营公司
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师,武汉烽火众智数字技术有限责任公司,,"['武汉', '本科', '招3人']",01-06,,,通信/电信/网络设备,国企
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
NLP算法工程师（NLP algorithm engineer）,武汉天喻信息产业股份有限公司,,"['武汉', '硕士', '招5人']",01-06,,,计算机软件,上市公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,2.5-4万/月,"['北京-朝阳区', '3-4年经验', '本科', '招1人']",01-06,员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假 餐饮补贴 加班补贴 节日福利 六险一金,50-150人,互联网/电子商务,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
Nlp算法工程师,深圳市大道网络科技有限公司,1.5-3万/月,"['深圳-南山区', '3-4年经验', '本科', '招2人']",01-06,,50-150人,计算机软件,民营公司
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
资深NLP算法工程师,上海才历网络有限公司,2-3万/月,"['上海-徐汇区', '3-4年经验', '本科', '招1人']",01-06,,50-150人,互联网/电子商务,合资
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,出门问问（武汉）信息科技有限公司,1.2-2.5万/月,"['武汉-洪山区', '硕士', '招3人']",01-06,,500-1000人,互联网/电子商务,民营公司
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师,中邮信息科技（北京）有限公司,2-4万/月,"['北京', '2年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 员工旅游 企业年金 通讯补贴 取暖补贴 员工食堂 交通补贴 定期体检 疗养基金,150-500人,计算机软件,国企
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师-2021届校招,马上消费金融股份有限公司,1-2万/月,"['成都-高新区', '在校生/应届生', '硕士', '招10人']",01-06,五险一金 餐饮补贴 专业培训 绩效奖金 定期体检 年终奖金,1000-5000人,金融/投资/证券,民营公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海深擎信息科技有限公司,2-4万/月,"['上海-浦东新区', '3-4年经验', '硕士', '招2人']",01-06,五险一金 做五休二 绩效奖金 带薪年假 节日福利,50-150人,计算机软件,创业公司
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
