date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2015-10-05,144,轻度污染,54,237,6,0.5,24,74
2015-10-06,55,良,19,59,4,0.4,19,49
2015-10-07,78,良,36,106,9,0.9,41,39
2015-10-08,104,轻度污染,61,158,14,1.2,54,44
2015-10-09,127,轻度污染,82,203,28,1.3,69,40
2015-10-10,130,轻度污染,86,209,29,1.8,78,55
2015-10-11,141,轻度污染,84,232,23,1.2,57,65
2015-10-12,120,轻度污染,48,190,15,0.8,41,70
2015-10-13,69,良,37,87,20,0.8,51,49
2015-10-14,72,良,29,93,10,0.8,46,52
2015-10-15,34,优,12,34,6,0.5,24,35
2015-10-16,44,优,20,44,11,0.7,34,40
2015-10-17,62,良,31,73,12,0.9,47,28
2015-10-18,67,良,34,84,14,0.8,41,32
2015-10-19,35,优,14,28,4,0.5,28,26
2015-10-20,42,优,16,35,6,0.6,33,31
2015-10-21,66,良,43,82,11,1.3,52,29
2015-10-22,92,良,68,112,16,1.5,52,31
2015-10-23,53,良,35,56,8,0.8,42,17
2015-10-24,42,优,17,35,7,0.7,33,22
2015-10-25,70,良,44,89,9,1.5,49,26
2015-10-26,85,良,63,112,12,1.5,58,24
2015-10-27,133,轻度污染,101,174,19,2.2,68,23
2015-10-28,100,良,75,146,21,1.5,58,20
2015-10-29,67,良,25,55,9,0.9,53,45
2015-10-30,78,良,51,91,12,1.2,62,32
2015-10-31,88,良,60,125,21,1.3,59,24
2015-11-01,93,良,69,134,18,1.4,63,31
2015-11-02,80,良,53,109,9,1,48,22
2015-11-03,49,优,25,41,10,1,39,29
2015-11-04,55,良,24,40,8,1.1,44,30
2015-11-05,69,良,49,87,13,1.3,54,12
2015-11-06,77,良,56,99,16,1.4,54,18
2015-11-07,127,轻度污染,96,160,12,1.7,50,24
2015-11-08,94,良,70,119,13,1.3,51,24
2015-11-09,104,轻度污染,78,134,18,1.8,57,19
2015-11-10,100,良,75,131,15,1.7,54,22
2015-11-11,118,轻度污染,89,161,16,2.3,60,16
2015-11-12,156,中度污染,119,189,16,2,61,26
2015-11-13,113,轻度污染,85,149,20,2,65,20
2015-11-14,70,良,33,66,12,1.3,56,21
2015-11-15,65,良,41,79,5,1.2,45,24
2015-11-16,78,良,57,89,6,1.2,44,11
2015-11-17,44,优,26,44,6,1,34,20
2015-11-18,79,良,58,93,6,1.4,38,10
2015-11-19,118,轻度污染,89,124,5,1.6,42,11
2015-11-20,78,良,57,82,5,1.5,31,12
2015-11-21,53,良,37,55,7,1.4,39,8
2015-11-22,64,良,46,67,5,1.2,37,15
2015-11-23,85,良,63,86,10,1.6,41,14
2015-11-24,83,良,61,99,8,1.7,54,18
2015-11-25,142,轻度污染,108,145,13,2.5,63,14
2015-11-26,204,重度污染,154,221,6,3,78,5
2015-11-27,172,中度污染,130,206,8,3,59,5
2015-11-28,145,轻度污染,111,169,10,2.8,54,7
2015-11-29,104,轻度污染,78,117,10,2.8,48,10
2015-11-30,77,良,29,49,10,2,61,18
2015-12-01,92,良,68,107,9,2.3,60,11
2015-12-02,115,轻度污染,87,126,6,1.8,52,14
2015-12-03,162,中度污染,123,174,5,2.2,57,7
2015-12-04,200,中度污染,150,250,8,2.5,58,6
2015-12-05,186,中度污染,140,225,6,2.8,58,6
2015-12-06,99,良,74,140,9,2.3,48,8
2015-12-07,65,良,47,74,8,1.6,51,20
2015-12-08,77,良,56,78,6,1.7,48,15
2015-12-09,107,轻度污染,80,117,9,2.2,50,9
2015-12-10,64,良,39,60,9,1.5,51,14
2015-12-11,43,优,20,39,8,1.1,34,30
2015-12-12,58,良,23,40,9,1.2,46,28
2015-12-13,90,良,62,91,13,2.3,72,20
2015-12-14,219,重度污染,169,232,17,3.8,88,13
2015-12-15,206,重度污染,156,242,26,3.9,90,12
2015-12-16,247,重度污染,197,282,26,3.6,85,16
2015-12-17,226,重度污染,176,260,25,3.5,94,19
2015-12-18,224,重度污染,174,276,14,3.3,87,15
2015-12-19,255,重度污染,205,300,18,3.4,84,19
2015-12-20,331,严重污染,281,385,19,3.8,100,7
2015-12-21,263,重度污染,213,346,16,2.8,85,13
2015-12-22,257,重度污染,207,324,33,3.3,86,12
2015-12-23,377,严重污染,327,434,16,4.7,102,9
2015-12-24,317,严重污染,267,394,24,4,85,25
2015-12-25,249,重度污染,199,334,18,2.9,73,34
2015-12-26,192,中度污染,144,226,24,3.1,89,13
2015-12-27,242,重度污染,192,265,40,3.4,99,17
2015-12-28,227,重度污染,177,257,24,3.5,90,20
2015-12-29,240,重度污染,190,255,11,3.2,71,14
2015-12-30,160,中度污染,122,190,14,2.8,70,17
2015-12-31,242,重度污染,192,288,15,3.7,77,18
2016-01-01,240,重度污染,190,284,15,3.4,79,21
2016-01-02,175,中度污染,132,203,22,3,84,17
2016-01-03,264,重度污染,214,264,27,4.2,98,11
2016-01-04,271,重度污染,221,356,27,4,88,19
2016-01-05,137,轻度污染,104,172,20,2.5,66,34
2016-01-06,183,中度污染,138,182,17,3.3,69,14
2016-01-07,123,轻度污染,93,128,22,1.9,58,18
2016-01-08,153,中度污染,117,155,11,2,65,13
2016-01-09,179,中度污染,135,190,14,2.3,70,15
2016-01-10,262,重度污染,212,304,29,3.1,72,13
2016-01-11,251,重度污染,201,298,20,3,68,11
2016-01-12,189,中度污染,142,186,34,2.4,60,13
2016-01-13,210,重度污染,160,217,16,2.9,67,12
2016-01-14,214,重度污染,164,226,21,2.8,73,17
2016-01-15,198,中度污染,148,204,20,3.1,82,20
2016-01-16,232,重度污染,182,256,24,3,86,11
2016-01-17,250,重度污染,200,268,28,2.8,82,12
2016-01-18,248,重度污染,198,246,40,3,86,9
2016-01-19,188,中度污染,141,204,33,2.4,74,19
2016-01-20,208,重度污染,158,245,46,2.3,64,27
2016-01-21,150,轻度污染,115,158,18,2.3,68,26
2016-01-22,216,重度污染,166,213,33,3.2,86,14
2016-01-23,279,重度污染,229,301,35,3.9,102,11
2016-01-24,230,重度污染,180,240,48,3.3,95,17
2016-01-25,219,重度污染,169,222,40,3.5,103,14
2016-01-26,248,重度污染,198,299,31,3.9,109,17
2016-01-27,295,重度污染,245,345,24,4.3,115,13
2016-01-28,432,严重污染,397,523,16,5.4,127,10
2016-01-29,402,严重污染,352,488,45,4.4,91,10
2016-01-30,234,重度污染,184,243,54,3.1,80,16
2016-01-31,292,重度污染,242,334,50,3.4,90,18
2016-02-01,298,重度污染,248,336,26,3.4,93,16
2016-02-02,268,重度污染,218,330,16,3,86,17
2016-02-03,330,严重污染,280,416,33,3.4,92,20
2016-02-04,273,重度污染,223,307,32,3.3,90,19
2016-02-05,280,重度污染,230,296,35,3.7,97,22
2016-02-06,286,重度污染,236,351,28,3.5,94,36
2016-02-07,296,重度污染,246,323,42,3.8,103,39
2016-02-08,382,严重污染,332,392,47,3.6,88,39
2016-02-09,309,严重污染,259,359,41,3.9,81,39
2016-02-10,111,轻度污染,81,171,22,1.9,43,44
2016-02-11,55,良,27,60,12,1.4,35,39
2016-02-12,102,轻度污染,76,106,20,2.1,63,28
2016-02-13,147,轻度污染,112,156,16,2.2,58,33
2016-02-14,129,轻度污染,98,130,21,2.4,65,31
2016-02-15,155,中度污染,118,183,18,2.8,71,28
2016-02-16,253,重度污染,203,337,19,3.4,86,20
2016-02-17,167,中度污染,126,283,26,2.9,77,29
2016-02-18,98,良,68,146,15,2.7,69,41
2016-02-19,206,重度污染,156,232,24,3.2,75,32
2016-02-20,134,轻度污染,102,149,28,2.7,80,36
2016-02-21,150,轻度污染,115,172,24,3.3,94,30
2016-02-22,257,重度污染,207,288,46,4,94,28
2016-02-23,365,严重污染,315,418,38,4.4,108,30
2016-02-24,380,严重污染,330,404,44,4.3,112,24
2016-02-25,398,严重污染,348,460,58,5.4,128,23
2016-02-26,313,严重污染,263,374,53,4.6,130,52
2016-02-27,298,重度污染,248,317,36,4.8,141,38
2016-02-28,356,严重污染,306,426,48,4.8,128,47
2016-02-29,310,严重污染,260,392,46,5.1,134,46
2016-03-01,207,重度污染,157,232,31,4.2,94,47
2016-03-02,172,中度污染,130,198,28,3.2,85,51
2016-03-03,48,优,32,46,10,1.5,38,53
2016-03-04,80,良,32,56,13,2.1,64,30
2016-03-05,95,良,52,85,22,2.4,76,46
2016-03-06,209,重度污染,159,262,20,3.1,94,60
2016-03-07,150,轻度污染,115,166,25,2.3,68,54
2016-03-08,62,良,44,61,16,1.6,44,56
2016-03-09,99,良,74,119,17,1.9,60,42
2016-03-10,128,轻度污染,97,137,23,2,62,47
2016-03-11,147,轻度污染,112,167,21,2.6,82,36
2016-03-12,163,中度污染,124,195,22,2.6,76,62
2016-03-13,153,中度污染,117,166,22,2.1,58,52
2016-03-14,209,重度污染,159,238,23,2.6,90,51
2016-03-15,156,中度污染,119,173,27,1.9,68,64
2016-03-16,77,良,56,97,15,1.2,51,48
2016-03-17,120,轻度污染,91,127,15,1.2,50,34
2016-03-18,122,轻度污染,92,137,18,1.6,59,37
2016-03-19,93,良,69,99,17,1.1,48,35
2016-03-20,59,良,42,55,11,0.9,40,22
2016-03-21,62,良,44,74,13,1.3,45,42
2016-03-22,69,良,41,88,16,1.2,51,44
2016-03-23,128,轻度污染,97,162,21,1.6,59,50
2016-03-24,104,轻度污染,78,126,20,1.1,49,62
2016-03-25,120,轻度污染,91,176,27,1.6,59,73
2016-03-26,78,良,50,105,15,1.2,48,59
2016-03-27,58,良,23,66,10,1,43,57
2016-03-28,67,良,29,84,12,1.1,47,60
2016-03-29,89,良,44,128,21,1.1,59,65
2016-03-30,78,良,40,106,15,0.9,44,66
2016-03-31,75,良,34,100,13,1,46,59
2016-04-01,69,良,27,87,14,1,39,50
2016-04-02,51,良,30,52,10,0.7,32,53
2016-04-03,57,良,25,63,8,0.7,33,43
2016-04-04,55,良,31,60,8,0.9,40,61
2016-04-05,52,良,23,53,8,0.8,39,57
2016-04-06,62,良,27,74,10,0.9,44,70
2016-04-07,68,良,26,86,10,0.8,47,66
2016-04-08,78,良,34,105,13,1,55,76
2016-04-09,151,中度污染,34,252,8,0.7,37,65
2016-04-10,49,优,18,49,8,0.7,27,57
2016-04-11,35,优,16,35,6,0.6,26,61
2016-04-12,61,良,26,72,9,0.7,47,61
2016-04-13,67,良,25,83,9,0.7,43,53
2016-04-14,49,优,16,49,4,0.5,30,56
2016-04-15,62,良,23,74,8,0.6,36,53
2016-04-16,64,良,19,78,6,0.5,38,62
2016-04-17,84,良,30,117,12,0.6,37,70
2016-04-18,94,良,32,137,10,0.8,50,67
2016-04-19,68,良,22,86,12,0.6,43,68
2016-04-20,68,良,25,86,12,0.6,45,74
2016-04-21,85,良,34,119,14,0.6,55,85
2016-04-22,85,良,34,120,13,0.7,57,80
2016-04-23,78,良,24,105,6,0.6,35,58
2016-04-24,42,优,14,42,5,0.6,30,66
2016-04-25,45,优,16,45,6,0.6,35,72
2016-04-26,63,良,24,76,11,0.6,41,84
2016-04-27,52,良,18,53,8,0.6,38,59
2016-04-28,61,良,24,71,8,0.6,42,68
2016-04-29,61,良,23,72,14,0.7,48,56
2016-04-30,34,优,14,31,4,0.6,26,68
2016-05-01,47,优,20,40,7,0.6,37,71
2016-05-02,73,良,31,95,7,0.7,56,63
2016-05-03,74,良,32,81,7,1,59,47
2016-05-04,49,优,18,47,6,0.7,39,66
2016-05-05,65,良,31,80,8,0.8,49,64
2016-05-06,72,良,28,94,8,0.5,40,64
2016-05-07,40,优,18,39,7,0.5,32,64
2016-05-08,63,良,26,61,8,0.7,50,78
2016-05-09,77,良,32,104,12,0.6,35,78
2016-05-10,31,优,17,31,5,0.6,23,60
2016-05-11,36,优,20,36,5,0.6,24,62
2016-05-12,66,良,31,82,5,0.6,29,60
2016-05-13,58,良,32,66,7,0.7,37,57
2016-05-14,91,良,38,132,5,0.6,26,80
2016-05-15,75,良,32,99,9,0.6,23,83
2016-05-16,81,良,50,111,11,0.8,42,69
2016-05-17,52,良,18,54,7,0.7,34,62
2016-05-18,30,优,14,29,4,0.5,24,50
2016-05-19,35,优,14,30,4,0.5,24,70
2016-05-20,45,优,17,45,5,0.5,31,67
2016-05-21,50,优,19,50,9,0.7,38,67
2016-05-22,54,良,23,57,7,0.5,33,66
2016-05-23,64,良,28,77,9,0.6,40,69
2016-05-24,46,优,16,46,6,0.5,35,66
2016-05-25,61,良,25,71,11,0.5,39,69
2016-05-26,73,良,27,96,12,0.4,26,79
2016-05-27,72,良,29,93,6,0.6,44,71
2016-05-28,45,优,19,45,4,0.5,28,71
2016-05-29,46,优,21,46,4,0.5,26,78
2016-05-30,55,良,22,60,10,0.6,36,76
2016-05-31,73,良,29,95,8,0.7,40,83
2016-06-01,56,良,26,61,4,0.5,32,89
2016-06-02,62,良,23,73,3,0.5,33,85
2016-06-03,63,良,25,75,6,0.6,48,82
2016-06-04,72,良,36,94,9,0.7,48,90
2016-06-05,57,良,21,63,4,0.5,35,85
2016-06-06,64,良,26,78,7,0.6,43,91
2016-06-07,76,良,24,101,5,0.6,45,88
2016-06-08,65,良,27,79,7,0.5,42,87
2016-06-09,61,良,29,71,7,0.5,43,106
2016-06-10,68,良,29,85,5,0.4,35,93
2016-06-11,68,良,31,86,6,0.6,44,91
2016-06-12,72,良,31,93,6,0.6,48,77
2016-06-13,68,良,31,85,7,0.5,37,75
2016-06-14,60,良,24,69,7,0.5,37,111
2016-06-15,85,良,48,119,13,0.5,41,94
2016-06-16,68,良,44,86,8,0.5,34,95
2016-06-17,55,良,24,60,5,0.5,27,68
2016-06-18,48,优,15,31,3,0.5,22,95
2016-06-19,47,优,20,46,5,0.6,37,88
2016-06-20,46,优,10,28,4,0.4,22,91
2016-06-21,45,优,14,32,4,0.4,27,90
2016-06-22,61,良,25,61,9,0.6,40,113
2016-06-23,45,优,17,38,4,0.5,28,90
2016-06-24,48,优,11,30,4,0.4,24,95
2016-06-25,49,优,14,32,4,0.4,24,97
2016-06-26,60,良,15,42,7,0.5,30,112
2016-06-27,73,良,32,95,12,0.7,56,113
2016-06-28,66,良,29,82,8,0.6,40,90
2016-06-29,49,优,21,45,9,0.5,28,97
2016-06-30,64,良,28,78,8,0.6,50,103
2016-07-01,71,良,33,88,11,0.7,51,125
2016-07-02,72,良,28,82,8,0.6,39,126
2016-07-03,57,良,24,64,6,0.6,36,98
2016-07-04,60,良,29,68,9,0.6,46,111
2016-07-05,56,良,23,62,9,0.6,34,86
2016-07-06,53,良,19,56,6,0.5,22,94
2016-07-07,36,优,10,24,4,0.6,26,71
2016-07-08,57,良,26,48,7,0.7,32,108
2016-07-09,51,良,19,52,6,0.6,40,91
2016-07-10,59,良,22,54,6,0.6,34,110
2016-07-11,60,良,18,56,6,0.6,27,112
2016-07-12,56,良,21,54,8,0.5,36,107
2016-07-13,72,良,26,72,7,0.6,45,126
2016-07-14,72,良,30,85,9,0.6,50,126
2016-07-15,79,良,29,107,8,0.6,42,88
2016-07-16,64,良,14,30,4,0.4,27,116
2016-07-17,70,良,25,66,10,0.6,44,124
2016-07-18,80,良,32,109,9,0.7,43,126
2016-07-19,50,优,18,50,5,0.6,38,91
2016-07-20,54,良,21,57,6,0.6,37,90
2016-07-21,60,良,18,52,5,0.5,34,112
2016-07-22,66,良,23,65,9,0.5,32,119
2016-07-23,45,优,19,45,4,0.5,31,82
2016-07-24,59,良,19,40,6,0.5,35,110
2016-07-25,67,良,27,73,12,0.6,43,120
2016-07-26,80,良,36,95,9,0.7,53,136
2016-07-27,74,良,34,98,10,0.7,51,128
2016-07-28,102,轻度污染,34,106,12,0.7,40,162
2016-07-29,57,良,21,64,4,0.5,22,92
2016-07-30,57,良,17,35,3,0.6,25,108
2016-07-31,65,良,22,49,5,0.6,31,117
2016-08-01,42,优,17,40,3,0.5,21,84
2016-08-02,44,优,18,36,5,0.7,32,88
2016-08-03,57,良,32,63,9,0.8,42,102
2016-08-04,71,良,30,74,10,0.8,47,125
2016-08-05,77,良,31,87,11,0.7,51,132
2016-08-06,65,良,30,79,8,0.7,48,117
2016-08-07,61,良,22,54,8,0.6,29,113
2016-08-08,40,优,16,36,5,0.6,32,70
2016-08-09,48,优,18,45,5,0.6,38,95
2016-08-10,70,良,26,69,9,0.6,44,123
2016-08-11,70,良,30,90,9,0.7,55,120
2016-08-12,75,良,31,99,9,0.8,56,128
2016-08-13,71,良,32,92,7,0.8,52,104
2016-08-14,75,良,32,99,12,0.8,53,119
2016-08-15,66,良,23,66,10,0.6,38,119
2016-08-16,55,良,20,59,10,0.5,40,76
2016-08-17,62,良,16,56,10,0.4,34,114
2016-08-18,71,良,26,92,11,0.6,51,99
2016-08-19,72,良,28,94,10,0.7,55,104
2016-08-20,75,良,31,93,14,0.8,60,86
2016-08-21,57,良,18,58,8,0.4,33,108
2016-08-22,56,良,16,62,13,0.5,26,92
2016-08-23,55,良,20,60,10,0.4,30,72
2016-08-24,64,良,24,78,12,0.5,38,84
2016-08-25,79,良,29,108,12,0.7,48,108
2016-08-26,82,良,31,113,13,0.8,56,102
2016-08-27,85,良,37,110,17,1,68,86
2016-08-28,95,良,48,133,22,1.2,76,88
2016-08-29,67,良,26,84,10,0.7,47,118
2016-08-30,75,良,31,100,14,0.8,60,113
2016-08-31,67,良,22,79,12,0.7,53,100
2016-09-01,69,良,22,88,10,0.6,31,92
2016-09-02,59,良,24,68,12,0.6,44,78
2016-09-03,69,良,29,88,15,0.8,49,92
2016-09-04,83,良,38,106,17,1,66,100
2016-09-05,66,良,29,82,14,0.7,50,112
2016-09-06,67,良,29,84,8,0.7,51,94
2016-09-07,59,良,24,68,10,0.6,40,75
2016-09-08,69,良,29,87,13,0.7,48,80
2016-09-09,66,良,30,82,10,0.7,46,82
2016-09-10,63,良,30,74,10,0.8,50,68
2016-09-11,61,良,27,72,9,0.6,44,85
2016-09-12,67,良,30,84,12,0.8,44,98
2016-09-13,67,良,32,84,15,0.9,53,106
2016-09-14,62,良,20,73,5,0.6,33,60
2016-09-15,48,优,20,48,7,0.8,36,74
2016-09-16,53,良,20,55,8,0.9,40,66
2016-09-17,69,良,30,81,11,1,55,82
2016-09-18,72,良,33,82,10,1.1,57,84
2016-09-19,70,良,34,88,12,0.9,56,87
2016-09-20,73,良,31,77,13,0.9,58,92
2016-09-21,74,良,33,80,13,0.8,59,104
2016-09-22,68,良,31,86,7,0.7,38,87
2016-09-23,54,良,23,58,11,0.7,40,95
2016-09-24,41,优,14,41,15,0.6,26,53
2016-09-25,65,良,29,75,18,0.9,52,71
2016-09-26,58,良,22,66,15,0.8,43,68
2016-09-27,60,良,29,64,37,0.9,48,97
2016-09-28,75,良,36,73,19,1,60,84
2016-09-29,65,良,34,79,16,1,52,77
2016-09-30,82,良,40,79,20,1,65,82
2016-10-01,68,良,33,72,18,0.9,54,64
2016-10-02,46,优,22,46,13,0.7,34,41
2016-10-03,27,优,9,20,6,0.7,21,50
2016-10-04,48,优,20,33,10,0.8,38,47
2016-10-05,43,优,17,26,9,0.7,34,40
2016-10-06,44,优,19,33,10,0.9,35,54
2016-10-07,62,良,28,50,11,1,49,66
2016-10-08,74,良,54,74,17,1.3,59,60
2016-10-09,69,良,50,57,15,1.3,46,31
2016-10-10,68,良,43,80,14,1.3,54,29
2016-10-11,83,良,61,84,14,1.4,54,56
2016-10-12,105,轻度污染,79,111,17,1.5,61,60
2016-10-13,119,轻度污染,90,143,23,1.8,77,74
2016-10-14,78,良,45,105,12,0.9,34,57
2016-10-15,52,良,31,53,6,0.9,29,39
2016-10-16,69,良,43,86,16,1.4,55,37
2016-10-17,76,良,46,102,16,1.3,54,33
2016-10-18,72,良,50,93,11,1.3,56,45
2016-10-19,33,优,20,29,4,0.7,26,34
2016-10-20,52,良,36,53,5,0.9,39,28
2016-10-21,57,良,40,64,9,1,44,34
2016-10-22,62,良,44,63,9,1,42,41
2016-10-23,82,良,60,80,7,0.9,36,34
2016-10-24,42,优,29,33,6,0.7,29,33
2016-10-25,45,优,31,45,13,0.9,34,27
2016-10-26,51,良,33,52,8,1,39,27
2016-10-27,50,优,35,50,8,0.8,36,30
2016-10-28,72,良,52,68,9,0.9,37,25
2016-10-29,88,良,65,87,18,1.2,47,30
2016-10-30,93,良,69,96,18,1.3,49,28
2016-10-31,88,良,65,108,21,1.3,56,30
2016-11-01,105,轻度污染,79,129,15,1.5,58,30
2016-11-02,179,中度污染,135,202,29,2.3,73,26
2016-11-03,105,轻度污染,58,160,12,1.1,40,68
2016-11-04,104,轻度污染,49,157,14,1.1,36,56
2016-11-05,40,优,14,25,3,0.8,32,42
2016-11-06,54,良,27,48,7,1.1,43,44
2016-11-07,80,良,59,87,12,1.4,48,33
2016-11-08,104,轻度污染,78,110,20,2,64,28
2016-11-09,57,良,33,53,6,1.2,45,37
2016-11-10,80,良,59,86,10,1.7,56,27
2016-11-11,67,良,48,72,10,1.4,53,32
2016-11-12,60,良,39,70,11,1.1,41,51
2016-11-13,52,良,34,53,7,1.1,36,30
2016-11-14,82,良,60,93,10,1.8,46,20
2016-11-15,107,轻度污染,80,112,13,2.2,63,24
2016-11-16,84,良,62,77,7,1.2,41,15
2016-11-17,46,优,32,43,5,1,35,22
2016-11-18,42,优,29,38,8,1,33,54
2016-11-19,69,良,50,61,17,1.5,52,26
2016-11-20,48,优,27,35,17,1,38,42
2016-11-21,63,良,32,38,15,1.3,50,35
2016-11-22,74,良,41,65,23,1.7,59,25
2016-11-23,110,轻度污染,83,110,19,2.3,65,22
2016-11-24,152,中度污染,116,169,23,3.6,85,14
2016-11-25,170,中度污染,129,177,28,3.4,97,15
2016-11-26,225,重度污染,175,200,29,3.1,84,24
2016-11-27,120,轻度污染,91,142,18,1.9,60,41
2016-11-28,170,中度污染,129,192,14,2.4,74,22
2016-11-29,253,重度污染,203,249,15,3.3,78,17
2016-11-30,245,重度污染,195,239,14,3.1,82,20
2016-12-01,305,严重污染,255,343,20,4.4,103,14
2016-12-02,347,严重污染,297,406,20,4.8,112,20
2016-12-03,224,重度污染,174,233,25,2.7,72,28
2016-12-04,306,严重污染,256,281,45,3.9,93,18
2016-12-05,267,重度污染,217,262,35,3.3,82,33
2016-12-06,273,重度污染,223,279,21,3.5,75,19
2016-12-07,226,重度污染,176,253,16,2.9,72,25
2016-12-08,195,中度污染,146,196,11,2.6,58,13
2016-12-09,163,中度污染,124,172,10,3.1,60,9
2016-12-10,104,轻度污染,78,98,8,2,50,12
2016-12-11,112,轻度污染,84,95,7,1.9,38,10
2016-12-12,109,轻度污染,82,113,6,2.1,38,10
2016-12-13,100,良,75,91,10,1.9,46,14
2016-12-14,137,轻度污染,104,124,7,1.8,45,21
2016-12-15,123,轻度污染,93,110,9,1.5,40,27
2016-12-16,138,轻度污染,105,141,6,1.7,46,18
2016-12-17,128,轻度污染,97,125,8,2.2,51,22
2016-12-18,124,轻度污染,94,130,11,2.2,54,14
2016-12-19,123,轻度污染,93,128,10,1.7,39,17
2016-12-20,112,轻度污染,84,102,10,1.6,43,21
2016-12-21,156,中度污染,119,143,10,1.9,49,17
2016-12-22,179,中度污染,135,164,14,2.1,66,18
2016-12-23,215,重度污染,165,250,16,2.7,69,13
2016-12-24,84,良,62,91,12,1.4,56,36
2016-12-25,77,良,46,64,14,1.6,61,30
2016-12-26,144,轻度污染,110,147,14,1.8,59,23
2016-12-27,149,轻度污染,114,155,23,2.2,70,26
2016-12-28,239,重度污染,189,209,24,3,86,16
2016-12-29,292,重度污染,242,316,26,3.5,93,18
2016-12-30,222,重度污染,172,231,30,2.5,92,15
2016-12-31,245,重度污染,195,242,14,2.6,70,31
2017-01-01,169,中度污染,129,111,18,2.3,66,32
2017-01-02,224,重度污染,167,186,17,3.3,77,21
2017-01-03,301,严重污染,234,296,20,3.8,80,24
2017-01-04,223,重度污染,154,146,24,3.5,99,18
2017-01-05,295,重度污染,233,249,24,3.9,102,13
2017-01-06,310,严重污染,258,266,29,3.7,101,19
2017-01-07,324,严重污染,275,319,19,3.5,79,23
2017-01-08,207,重度污染,161,142,28,2.4,69,30
2017-01-09,264,重度污染,222,226,23,2.9,86,17
2017-01-10,281,重度污染,243,296,24,4,99,18
2017-01-11,299,重度污染,252,273,34,3.4,90,22
2017-01-12,221,重度污染,173,204,25,2.9,90,24
2017-01-13,355,严重污染,280,311,36,4.6,107,16
2017-01-14,256,重度污染,218,212,37,3.4,89,26
2017-01-15,237,重度污染,195,206,29,3.4,88,19
2017-01-16,313,严重污染,274,317,30,4.2,99,19
2017-01-17,342,严重污染,297,344,43,4.6,112,17
2017-01-18,407,严重污染,359,390,44,5,116,19
2017-01-19,194,中度污染,141,127,41,2.2,83,34
2017-01-20,269,重度污染,222,210,27,3.5,98,24
2017-01-21,387,严重污染,338,336,44,4.1,94,28
2017-01-22,294,重度污染,244,223,41,2.9,96,40
2017-01-23,285,重度污染,234,212,42,3.2,96,38
2017-01-24,236,重度污染,187,174,32,2.6,83,39
2017-01-25,211,重度污染,161,128,30,2.1,64,41
2017-01-26,198,中度污染,148,175,24,2,65,43
2017-01-27,223,重度污染,176,171,24,2.5,80,37
2017-01-28,367,严重污染,310,341,46,3.6,93,40
2017-01-29,256,重度污染,212,206,36,2.8,90,41
2017-01-30,304,严重污染,256,261,24,3.1,92,43
2017-01-31,308,严重污染,260,276,30,3.2,100,38
2017-02-01,405,严重污染,360,379,39,3.9,105,47
2017-02-02,341,严重污染,293,293,38,3.5,93,51
2017-02-03,328,严重污染,275,273,37,3.2,94,67
2017-02-04,171,中度污染,127,106,25,2,74,59
2017-02-05,95,良,71,37,16,1.4,43,50
2017-02-06,119,轻度污染,99,83,16,1.4,50,44
2017-02-07,130,轻度污染,100,88,14,1.9,66,43
2017-02-08,154,中度污染,118,125,11,2,67,40
2017-02-09,187,中度污染,148,152,17,2.5,89,38
2017-02-10,296,重度污染,230,240,18,3,96,35
2017-02-11,296,重度污染,208,228,25,3.5,84,50
2017-02-12,255,重度污染,169,207,27,3.4,69,46
2017-02-13,219,重度污染,155,190,24,3.1,82,42
2017-02-14,281,重度污染,211,232,20,3.4,85,45
2017-02-15,298,重度污染,218,226,28,3.2,74,59
2017-02-16,281,重度污染,191,196,16,3.1,75,37
2017-02-17,229,重度污染,153,151,17,2.3,54,47
2017-02-18,215,重度污染,141,141,17,3,75,69
2017-02-19,181,中度污染,114,115,18,2.5,62,46
2017-02-20,50,优,23,23,10,1.1,41,65
2017-02-21,102,轻度污染,56,47,16,2,74,62
2017-02-22,143,轻度污染,121,114,21,2.3,76,60
2017-02-23,140,轻度污染,112,103,20,2.4,92,54
2017-02-24,123,轻度污染,102,97,21,2.4,99,67
2017-02-25,288,重度污染,248,238,26,3.4,120,71
2017-02-26,321,严重污染,237,210,36,3.9,119,77
2017-02-27,265,重度污染,198,186,37,3.3,105,91
2017-02-28,155,中度污染,140,244,21,2.4,84,96
2017-03-01,244,重度污染,200,184,24,2.2,66,84
2017-03-02,175,中度污染,137,131,17,2.7,92,75
2017-03-03,200,中度污染,153,140,18,2,56,66
2017-03-04,101,轻度污染,78,70,12,1.3,38,71
2017-03-05,90,良,67,71,10,1.2,39,63
2017-03-06,108,轻度污染,85,94,13,1.5,55,69
2017-03-07,175,中度污染,152,139,15,2.5,77,71
2017-03-08,242,重度污染,196,199,12,2.2,80,57
2017-03-09,225,重度污染,174,190,13,2.5,71,64
2017-03-10,172,中度污染,132,140,9,1.9,62,55
2017-03-11,145,轻度污染,102,99,9,1.7,52,49
2017-03-12,121,轻度污染,98,99,10,1.5,53,55
2017-03-13,143,轻度污染,111,120,10,1.4,52,44
2017-03-14,184,中度污染,138,158,11,2,63,53
2017-03-15,109,轻度污染,89,94,10,1.4,54,60
2017-03-16,138,轻度污染,106,114,8,1.5,52,44
2017-03-17,123,轻度污染,93,103,8,1.3,44,47
2017-03-18,97,良,71,76,7,1.2,41,50
