date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2015-06-12,66,良,36,82,14,0.7,35,109
2015-06-13,124,轻度污染,29,51,10,0.7,29,186
2015-06-14,96,良,38,68,11,0.7,31,155
2015-06-15,66,良,46,82,18,0.9,41,84
2015-06-16,111,轻度污染,82,134,16,0.9,45,172
2015-06-17,134,轻度污染,44,72,10,0.8,44,197
2015-06-18,133,轻度污染,36,70,14,0.8,52,196
2015-06-19,73,良,52,96,16,1.1,65,65
2015-06-20,53,良,29,51,9,0.8,33,104
2015-06-21,96,良,38,62,12,0.8,34,155
2015-06-22,72,良,52,89,20,1,42,103
2015-06-23,36,优,18,33,11,0.7,25,71
2015-06-24,51,良,14,26,9,0.8,28,101
2015-06-25,89,良,32,57,10,1,38,147
2015-06-26,99,良,51,90,14,1,43,159
2015-06-27,70,良,42,69,15,0.9,34,124
2015-06-28,50,优,29,50,13,0.8,29,56
2015-06-29,51,良,23,52,20,0.8,35,47
2015-06-30,67,良,37,83,15,0.7,38,54
2015-07-01,81,良,33,76,10,0.7,42,137
2015-07-02,74,良,47,99,13,0.9,58,116
2015-07-03,37,优,19,36,8,0.6,31,73
2015-07-04,49,优,28,48,8,0.7,38,98
2015-07-05,83,良,32,55,9,0.7,33,140
2015-07-06,88,良,34,55,12,0.7,31,145
2015-07-07,109,轻度污染,47,76,15,0.8,38,170
2015-07-08,111,轻度污染,60,105,14,1,56,172
2015-07-09,68,良,49,78,10,0.9,35,115
2015-07-10,141,轻度污染,52,89,11,0.9,45,205
2015-07-11,121,轻度污染,56,95,14,0.9,48,183
2015-07-12,133,轻度污染,86,149,16,1.1,59,196
2015-07-13,93,良,69,113,22,1.1,56,135
2015-07-14,82,良,61,105,18,1.2,51,56
2015-07-15,78,良,35,63,13,0.8,42,133
2015-07-16,137,轻度污染,47,88,16,1.1,64,201
2015-07-17,113,轻度污染,39,75,19,1,51,174
2015-07-18,140,轻度污染,49,80,12,1.1,48,204
2015-07-19,141,轻度污染,44,76,13,0.9,44,205
2015-07-20,140,轻度污染,62,104,24,1.2,69,203
2015-07-21,64,良,46,75,13,1,47,105
2015-07-22,118,轻度污染,34,56,12,0.8,37,179
2015-07-23,99,良,22,48,13,0.7,43,158
2015-07-24,114,轻度污染,30,70,15,0.9,62,175
2015-07-25,111,轻度污染,36,77,19,0.8,54,172
2015-07-26,118,轻度污染,50,104,24,1.1,68,179
2015-07-27,137,轻度污染,50,100,19,1.1,57,200
2015-07-28,153,中度污染,43,83,18,1.2,52,218
2015-07-29,135,轻度污染,63,117,17,1.1,47,198
2015-07-30,97,良,44,82,13,1.1,49,156
2015-07-31,133,轻度污染,42,80,12,1,38,196
2015-08-01,95,良,33,65,12,0.9,36,153
2015-08-02,107,轻度污染,32,63,11,1,41,167
2015-08-03,73,良,35,64,18,1,34,127
2015-08-04,40,优,20,40,16,0.8,30,71
2015-08-05,130,轻度污染,22,44,13,0.7,34,192
2015-08-06,138,轻度污染,49,100,17,1.1,74,201
2015-08-07,78,良,44,88,12,1,62,79
2015-08-08,39,优,20,39,10,0.7,29,63
2015-08-09,43,优,21,38,7,0.8,34,84
2015-08-10,64,良,29,58,19,1,47,116
2015-08-11,80,良,49,96,14,1.1,55,135
2015-08-12,86,良,58,112,12,1,48,143
2015-08-13,104,轻度污染,78,144,20,1.2,62,146
2015-08-14,68,良,46,77,11,1,54,74
2015-08-15,126,轻度污染,30,52,10,0.9,44,188
2015-08-16,57,良,36,64,16,1,45,101
2015-08-17,46,优,11,18,12,0.6,16,92
2015-08-18,62,良,28,49,14,1,49,98
2015-08-19,63,良,21,41,8,0.7,41,115
2015-08-20,111,轻度污染,34,71,14,0.9,59,172
2015-08-21,109,轻度污染,62,122,20,1.2,81,169
2015-08-22,132,轻度污染,81,144,22,1.4,88,195
2015-08-23,159,中度污染,83,139,24,1.2,68,224
2015-08-24,82,良,60,95,20,1.1,57,102
2015-08-25,62,良,44,62,13,0.9,42,86
2015-08-26,65,良,43,59,8,1,52,63
2015-08-27,68,良,49,71,10,1.2,54,65
2015-08-28,69,良,50,77,8,1.1,53,111
2015-08-29,78,良,47,77,9,1.3,60,133
2015-08-30,95,良,69,116,13,1.6,76,107
2015-08-31,110,轻度污染,83,141,20,1.6,82,118
2015-09-01,100,良,75,118,20,1.2,56,153
2015-09-02,73,良,53,79,13,1,51,93
2015-09-03,45,优,31,42,8,0.8,28,81
2015-09-04,42,优,27,38,7,1,33,51
2015-09-05,68,良,33,52,11,1.2,54,31
2015-09-06,96,良,23,52,12,0.9,54,155
2015-09-07,61,良,33,67,22,1,48,113
2015-09-08,48,优,22,34,10,0.8,38,72
2015-09-09,38,优,11,16,7,0.8,28,75
2015-09-10,39,优,10,19,8,0.8,31,52
2015-09-11,69,良,21,47,11,1.2,55,58
2015-09-12,78,良,37,79,17,1.1,62,67
2015-09-13,59,良,29,57,20,0.8,42,110
2015-09-14,69,良,46,83,21,0.9,55,98
2015-09-15,120,轻度污染,91,166,23,1.4,79,88
2015-09-16,52,良,32,52,12,0.9,41,55
2015-09-17,50,优,25,40,8,0.9,40,81
2015-09-18,62,良,27,48,9,1.1,49,93
2015-09-19,62,良,37,56,9,1.1,49,114
2015-09-20,73,良,46,82,13,1.2,58,73
2015-09-21,60,良,40,62,16,1.1,48,61
2015-09-22,62,良,36,52,11,1.1,49,59
2015-09-23,64,良,46,75,13,1.2,51,72
2015-09-24,62,良,19,34,10,1,49,65
2015-09-25,60,良,25,43,10,1,48,99
2015-09-26,63,良,35,57,11,1,50,70
2015-09-27,42,优,25,39,12,1,33,51
2015-09-28,55,良,29,50,20,1.1,44,65
2015-09-29,64,良,38,64,13,1.1,51,37
2015-09-30,70,良,51,87,13,1.2,49,21
2015-10-01,62,良,23,70,9,0.6,49,61
2015-10-02,87,良,52,123,22,0.8,50,127
2015-10-03,82,良,58,114,14,0.8,53,69
2015-10-04,40,优,18,39,9,0.6,32,76
2015-10-05,66,良,41,82,15,0.8,50,71
2015-10-06,109,轻度污染,82,149,15,1.2,70,50
2015-10-07,118,轻度污染,89,153,15,1.4,72,63
2015-10-08,130,轻度污染,99,172,19,1.5,77,69
2015-10-09,69,良,36,78,13,0.8,55,53
2015-10-10,72,良,46,89,23,0.9,57,83
2015-10-11,79,良,58,104,17,1.1,63,113
2015-10-12,110,轻度污染,83,147,23,1.5,79,119
2015-10-13,138,轻度污染,105,180,27,1.6,84,129
2015-10-14,138,轻度污染,105,163,16,1.4,77,142
2015-10-15,168,中度污染,127,194,25,1.4,75,162
2015-10-16,150,轻度污染,115,187,33,1.4,80,136
2015-10-17,113,轻度污染,85,140,29,1.2,71,66
2015-10-18,75,良,53,84,10,1.3,60,108
2015-10-19,124,轻度污染,94,160,24,1.6,72,95
2015-10-20,110,轻度污染,83,139,19,1.2,66,104
2015-10-21,140,轻度污染,107,169,23,1.3,67,131
2015-10-22,79,良,58,82,16,0.9,46,59
2015-10-23,70,良,51,68,11,0.9,43,46
2015-10-24,75,良,55,77,12,0.9,46,50
2015-10-25,62,良,44,68,11,1.1,49,72
2015-10-26,60,良,30,51,15,0.9,48,57
2015-10-27,67,良,27,61,16,0.7,53,36
2015-10-28,69,良,46,88,14,0.8,54,73
2015-10-29,68,良,37,69,12,0.8,54,45
2015-10-30,55,良,31,59,14,0.6,42,53
2015-10-31,42,优,19,32,8,0.6,33,47
2015-11-01,53,良,34,56,11,0.7,40,83
2015-11-02,78,良,57,87,23,0.9,54,58
2015-11-03,99,良,74,115,19,0.9,58,26
2015-11-04,104,轻度污染,78,131,24,1,51,23
2015-11-05,90,良,67,114,16,0.9,54,26
2015-11-06,85,良,63,105,12,1.1,56,33
2015-11-07,43,优,18,35,11,1,34,39
2015-11-08,62,良,30,58,11,0.9,49,78
2015-11-09,123,轻度污染,93,162,35,1.6,77,31
2015-11-10,60,良,39,67,15,0.9,48,32
2015-11-11,42,优,24,37,9,1,33,12
2015-11-12,40,优,21,31,7,1.1,32,11
2015-11-13,51,良,34,52,7,1.3,35,10
2015-11-14,67,良,48,73,13,1.3,43,14
2015-11-15,60,良,31,52,11,1.2,48,64
2015-11-16,73,良,53,96,21,1.2,54,34
2015-11-17,68,良,49,78,15,1,50,37
2015-11-18,87,良,64,107,10,1.6,48,11
2015-11-19,89,良,66,99,7,1.2,38,7
2015-11-20,100,良,75,122,16,1.4,47,9
2015-11-21,87,良,64,104,25,1.3,48,14
2015-11-22,78,良,56,97,16,1.4,62,35
2015-11-23,64,良,43,77,24,1.2,36,18
2015-11-24,49,优,16,30,13,1.2,39,16
2015-11-25,68,良,32,63,13,0.9,54,45
2015-11-26,89,良,66,124,26,1.2,71,22
2015-11-27,69,良,50,78,11,1.1,49,28
2015-11-28,65,良,47,76,15,1,52,42
2015-11-29,87,良,64,103,15,1.1,43,71
2015-11-30,79,良,58,92,20,0.9,51,42
2015-12-01,98,良,73,112,13,1.1,59,22
2015-12-02,92,良,68,111,15,1.3,55,40
2015-12-03,74,良,54,85,10,1.1,53,20
2015-12-04,64,良,37,54,8,0.9,51,30
2015-12-05,67,良,47,69,9,1,53,32
2015-12-06,87,良,64,99,12,1,53,43
2015-12-07,120,轻度污染,91,145,25,1.3,58,25
2015-12-08,102,轻度污染,76,120,15,1,63,16
2015-12-09,107,轻度污染,80,138,16,1.2,69,28
2015-12-10,122,轻度污染,92,159,20,1.3,72,15
2015-12-11,100,良,75,118,14,1,58,17
2015-12-12,48,优,31,43,10,0.8,38,14
2015-12-13,57,良,35,51,12,1.2,45,27
2015-12-14,61,良,42,71,21,1.1,45,47
2015-12-15,63,良,35,67,11,0.8,50,45
2015-12-16,80,良,54,109,15,1.1,57,69
2015-12-17,109,轻度污染,82,147,20,1.4,63,56
2015-12-18,80,良,59,94,14,0.9,60,40
2015-12-19,94,良,70,102,13,1,54,16
2015-12-20,79,良,58,78,11,1,51,32
2015-12-21,107,轻度污染,80,114,22,1.3,57,28
2015-12-22,112,轻度污染,84,139,15,1.7,65,48
2015-12-23,118,轻度污染,89,141,24,1.4,75,18
2015-12-24,115,轻度污染,87,135,17,1.6,65,48
2015-12-25,129,轻度污染,98,161,18,2,85,47
2015-12-26,152,中度污染,116,186,24,2.1,89,44
2015-12-27,217,重度污染,167,273,29,2.6,99,39
2015-12-28,225,重度污染,175,280,38,2.6,95,32
2015-12-29,266,重度污染,216,338,29,2.5,110,21
2015-12-30,304,严重污染,254,379,32,2.4,93,19
2015-12-31,261,重度污染,211,320,21,2.4,75,12
2016-01-01,214,重度污染,164,233,22,2.1,69,63
2016-01-02,199,中度污染,149,222,18,2.3,77,63
2016-01-03,156,中度污染,119,179,18,1.7,74,27
2016-01-04,178,中度污染,134,204,31,1.8,72,61
2016-01-05,205,重度污染,155,235,16,1.8,67,25
2016-01-06,199,中度污染,149,230,24,2,77,11
2016-01-07,89,良,66,100,14,1,50,68
2016-01-08,103,轻度污染,77,129,15,1.4,63,16
2016-01-09,89,良,66,103,18,1.3,50,22
2016-01-10,73,良,53,78,12,1.3,48,22
2016-01-11,67,良,48,76,18,1.3,52,28
2016-01-12,63,良,45,62,8,1.1,40,20
2016-01-13,68,良,49,70,12,1.2,45,30
2016-01-14,88,良,65,97,11,1.2,52,52
2016-01-15,99,良,74,116,11,1.6,60,43
2016-01-16,80,良,59,93,14,1.3,57,76
2016-01-17,108,轻度污染,81,139,22,1.6,70,66
2016-01-18,115,轻度污染,87,141,26,1.5,76,58
2016-01-19,162,中度污染,123,201,22,1.8,70,13
2016-01-20,65,良,47,70,12,1.2,41,34
2016-01-21,62,良,42,74,11,1,42,65
2016-01-22,57,良,39,63,10,0.9,35,58
2016-01-23,50,优,17,50,8,0.7,21,69
2016-01-24,60,良,33,69,9,0.9,36,80
2016-01-25,72,良,50,94,27,1,56,85
2016-01-26,75,良,55,95,19,0.9,52,76
2016-01-27,87,良,64,109,21,1,58,64
2016-01-28,117,轻度污染,88,144,21,1.2,73,48
2016-01-29,139,轻度污染,106,171,18,1.4,71,69
2016-01-30,150,轻度污染,115,179,17,1.2,63,44
2016-01-31,114,轻度污染,86,117,14,1.3,60,60
2016-02-01,117,轻度污染,88,119,25,1.5,63,89
2016-02-02,123,轻度污染,93,119,15,1.6,59,67
2016-02-03,103,轻度污染,77,95,10,1.5,47,44
2016-02-04,87,良,64,84,14,1.4,43,92
2016-02-05,93,良,69,93,10,1.4,52,72
2016-02-06,110,轻度污染,83,114,11,1.5,54,86
2016-02-07,98,良,73,101,15,1.5,47,96
2016-02-08,188,中度污染,141,203,32,1.6,65,123
2016-02-09,148,轻度污染,113,151,15,1.6,68,105
2016-02-10,129,轻度污染,98,131,16,1.5,62,104
2016-02-11,129,轻度污染,98,133,32,1.4,55,94
2016-02-12,78,良,57,80,14,1.1,33,92
2016-02-13,56,良,19,61,5,0.7,15,73
2016-02-14,57,良,27,64,5,0.8,26,67
2016-02-15,58,良,35,66,13,0.9,37,89
2016-02-16,63,良,44,76,7,1,41,86
2016-02-17,70,良,51,84,8,1.1,52,90
2016-02-18,88,良,65,106,11,1.3,60,102
2016-02-19,95,良,68,139,11,1.4,65,77
2016-02-20,146,轻度污染,59,242,12,1,43,85
2016-02-21,113,轻度污染,71,176,11,1.3,52,57
2016-02-22,52,良,29,53,14,1.2,37,79
2016-02-23,53,良,31,52,5,1.2,42,54
2016-02-24,78,良,36,56,6,1.4,62,37
2016-02-25,77,良,46,75,8,1.5,61,46
2016-02-26,67,良,48,84,16,1.5,52,92
2016-02-27,92,良,63,115,14,1.7,73,96
2016-02-28,122,轻度污染,92,163,20,1.9,82,108
2016-02-29,128,轻度污染,97,178,27,2,88,139
2016-03-01,144,轻度污染,110,197,23,1.8,97,132
2016-03-02,112,轻度污染,84,162,20,1.4,83,102
2016-03-03,122,轻度污染,92,180,22,1.7,93,126
2016-03-04,156,中度污染,119,214,30,1.8,97,133
2016-03-05,160,中度污染,103,269,24,1.3,68,102
2016-03-06,139,轻度污染,95,228,28,1.2,57,124
2016-03-07,80,良,56,109,29,1.3,57,93
2016-03-08,88,良,54,126,16,1.3,59,70
2016-03-09,45,优,22,45,9,1.3,36,60
2016-03-10,55,良,33,60,11,1.1,36,67
2016-03-11,77,良,55,103,13,1.3,59,54
2016-03-12,63,良,42,68,9,1.3,50,45
2016-03-13,84,良,54,108,14,1.5,67,67
2016-03-14,107,轻度污染,76,156,27,1.7,93,51
2016-03-15,95,良,71,120,17,1.3,67,79
2016-03-16,133,轻度污染,101,177,29,1.7,84,103
2016-03-17,108,轻度污染,81,131,18,1.3,69,90
2016-03-18,109,轻度污染,82,129,18,1.6,81,127
2016-03-19,176,中度污染,133,218,30,2.1,103,106
2016-03-20,166,中度污染,126,187,23,1.8,74,75
2016-03-21,79,良,58,78,19,1.3,39,51
2016-03-22,57,良,28,37,8,1.3,45,55
2016-03-23,69,良,29,41,8,1.5,55,75
2016-03-24,79,良,54,77,10,1.5,63,83
2016-03-25,115,轻度污染,87,124,13,1.4,49,102
2016-03-26,102,轻度污染,76,104,15,1.3,56,74
2016-03-27,88,良,65,101,17,1.1,55,104
2016-03-28,125,轻度污染,95,155,34,1.4,86,65
2016-03-29,159,中度污染,121,192,20,1.7,91,37
2016-03-30,75,良,55,83,8,1.1,51,124
2016-03-31,78,良,57,94,9,1,58,119
2016-04-01,149,轻度污染,114,175,20,1.2,85,90
2016-04-02,209,重度污染,159,239,20,1.7,92,135
2016-04-03,183,中度污染,138,203,15,1.3,76,206
2016-04-04,162,中度污染,123,176,27,1.3,59,136
2016-04-05,78,良,57,81,13,1.1,47,71
2016-04-06,54,良,30,46,9,1,43,67
2016-04-07,78,良,49,87,18,1.2,62,105
2016-04-08,69,良,50,83,9,1,48,72
2016-04-09,49,优,26,47,8,0.7,33,97
2016-04-10,78,良,57,95,9,1.1,61,125
2016-04-11,120,轻度污染,91,159,22,1.6,86,83
2016-04-12,123,轻度污染,93,151,22,1.3,69,69
2016-04-13,97,良,72,119,15,1.2,55,71
2016-04-14,58,良,20,34,8,0.6,23,109
2016-04-15,51,良,35,52,6,0.8,34,67
2016-04-16,58,良,22,40,9,0.7,37,109
2016-04-17,58,良,32,65,6,0.7,37,97
2016-04-18,81,良,55,112,20,1.1,57,132
2016-04-19,122,轻度污染,92,165,25,1.2,79,108
2016-04-20,82,良,37,69,8,0.7,45,138
2016-04-21,84,良,42,84,13,0.8,67,80
2016-04-22,87,良,64,98,10,0.9,58,86
2016-04-23,78,良,41,70,9,0.8,62,83
2016-04-24,78,良,57,92,16,0.9,51,91
2016-04-25,109,轻度污染,82,113,15,1,57,86
2016-04-26,113,轻度污染,85,121,11,1,62,129
2016-04-27,93,良,69,115,14,1.1,72,120
2016-04-28,69,良,38,75,12,0.8,45,122
2016-04-29,70,良,51,80,13,0.9,51,85
2016-04-30,77,良,56,84,8,1.1,54,111
2016-05-01,109,轻度污染,82,126,11,1.2,64,156
2016-05-02,105,轻度污染,79,134,25,1.2,68,125
2016-05-03,84,良,44,106,19,0.9,67,135
2016-05-04,128,轻度污染,73,152,22,1.2,80,190
2016-05-05,189,中度污染,142,235,19,1.6,88,233
2016-05-06,68,良,41,62,9,0.9,32,121
2016-05-07,47,优,19,42,8,0.7,26,94
2016-05-08,54,良,32,57,10,0.9,40,80
2016-05-09,82,良,40,62,14,1,46,138
2016-05-10,114,轻度污染,51,85,9,1,50,175
2016-05-11,156,中度污染,76,136,14,1.4,75,221
2016-05-12,110,轻度污染,76,170,16,1,57,122
2016-05-13,91,良,63,132,8,0.8,33,91
2016-05-14,40,优,24,40,5,0.7,27,75
2016-05-15,67,良,27,70,6,0.6,36,120
2016-05-16,108,轻度污染,50,124,19,0.8,55,168
2016-05-17,105,轻度污染,56,116,19,1,65,165
2016-05-18,118,轻度污染,89,151,26,1,64,159
2016-05-19,102,轻度污染,76,108,8,0.9,34,140
2016-05-20,95,良,53,79,10,0.9,48,154
2016-05-21,61,良,42,61,11,0.9,33,113
2016-05-22,42,优,25,37,6,0.9,33,73
2016-05-23,70,良,25,37,13,0.8,31,124
2016-05-24,77,良,46,69,13,0.9,41,132
2016-05-25,50,优,34,50,7,0.8,28,78
2016-05-26,52,良,21,37,7,0.7,41,82
2016-05-27,74,良,54,85,8,0.9,49,89
2016-05-28,128,轻度污染,97,140,14,1,63,149
2016-05-29,105,轻度污染,63,92,9,1,48,165
2016-05-30,103,轻度污染,77,112,16,1,47,133
2016-05-31,108,轻度污染,81,115,12,1,52,150
2016-06-01,97,良,72,105,11,1.1,60,123
2016-06-02,57,良,23,40,8,1,34,108
2016-06-03,98,良,26,45,11,1.1,45,157
2016-06-04,85,良,51,83,12,1.1,38,141
2016-06-05,123,轻度污染,42,67,9,0.9,41,185
2016-06-06,95,良,52,95,22,1.1,49,153
2016-06-07,111,轻度污染,23,42,9,0.7,36,172
2016-06-08,105,轻度污染,33,56,15,0.8,40,165
2016-06-09,67,良,25,40,6,0.8,38,120
2016-06-10,53,良,33,55,8,0.8,34,98
2016-06-11,93,良,28,47,9,0.8,28,151
2016-06-12,106,轻度污染,36,60,15,0.8,31,166
2016-06-13,95,良,40,64,22,0.9,46,154
2016-06-14,120,轻度污染,68,108,14,1.1,55,182
2016-06-15,90,良,36,68,8,0.8,52,147
2016-06-16,101,轻度污染,34,71,12,0.8,49,161
2016-06-17,150,轻度污染,38,76,14,0.9,59,215
2016-06-18,89,良,66,128,23,1.1,69,143
2016-06-19,148,轻度污染,41,70,10,0.9,38,212
2016-06-20,138,轻度污染,62,110,18,1.2,52,201
2016-06-21,80,良,54,100,9,1.1,64,109
2016-06-22,130,轻度污染,99,180,8,1.4,67,140
2016-06-23,65,良,39,73,6,1,35,117
2016-06-24,60,良,18,37,11,0.9,48,97
2016-06-25,95,良,24,46,9,0.8,42,154
2016-06-26,51,良,28,52,6,0.8,34,101
2016-06-27,78,良,57,99,18,0.9,40,110
2016-06-28,100,良,54,92,10,0.8,39,159
2016-06-29,91,良,47,79,13,0.8,42,149
2016-06-30,79,良,58,94,7,1,49,131
2016-07-01,126,轻度污染,51,84,12,1.1,51,188
2016-07-02,104,轻度污染,54,93,16,1.1,53,164
2016-07-03,106,轻度污染,28,43,7,0.8,32,166
2016-07-04,57,良,35,60,20,1,45,100
2016-07-05,62,良,37,67,13,1,49,61
2016-07-06,50,优,24,38,9,0.9,40,52
2016-07-07,48,优,28,41,9,0.9,38,72
2016-07-08,57,良,33,52,10,0.9,34,108
2016-07-09,52,良,28,47,9,1,41,77
2016-07-10,88,良,38,65,10,1.1,40,145
2016-07-11,115,轻度污染,24,40,14,0.9,37,176
2016-07-12,77,良,28,48,11,0.8,46,132
2016-07-13,44,优,16,31,11,0.7,35,74
2016-07-14,48,优,10,22,11,0.6,33,96
2016-07-15,106,轻度污染,17,34,18,0.7,39,166
2016-07-16,202,重度污染,40,72,18,1,58,273
2016-07-17,134,轻度污染,45,80,14,1,55,197
2016-07-18,58,良,39,66,19,0.9,42,100
2016-07-19,129,轻度污染,15,26,12,0.8,30,191
2016-07-20,108,轻度污染,25,44,16,0.9,36,168
2016-07-21,111,轻度污染,35,58,17,1,42,172
2016-07-22,44,优,18,30,13,0.9,33,87
2016-07-23,78,良,27,44,12,0.9,32,133
2016-07-24,63,良,45,70,14,1.1,40,93
2016-07-25,70,良,31,50,17,1,38,123
2016-07-26,50,优,21,37,16,0.8,40,86
2016-07-27,90,良,13,26,11,0.6,28,147
2016-07-28,119,轻度污染,26,47,13,0.8,37,180
2016-07-29,80,良,24,42,12,0.7,34,135
2016-07-30,77,良,35,64,17,0.9,49,132
2016-07-31,76,良,33,56,13,0.8,42,131
2016-08-01,107,轻度污染,50,86,17,1,50,167
2016-08-02,93,良,50,85,13,1.1,54,151
2016-08-03,72,良,37,64,15,1.1,57,108
2016-08-04,60,良,31,56,12,1.1,48,94
2016-08-05,60,良,28,46,11,1,48,80
2016-08-06,112,轻度污染,34,58,12,1,40,173
2016-08-07,124,轻度污染,25,43,10,0.9,37,186
2016-08-08,120,轻度污染,35,61,18,1.1,49,181
2016-08-09,129,轻度污染,32,55,11,1.1,52,191
2016-08-10,118,轻度污染,32,50,11,1,46,179
2016-08-11,87,良,44,74,15,1.2,52,144
2016-08-12,81,良,49,85,13,1.2,62,137
2016-08-13,206,重度污染,57,97,11,1.3,57,293
2016-08-14,129,轻度污染,41,68,10,1,47,191
2016-08-15,107,轻度污染,24,39,17,0.8,37,167
2016-08-16,94,良,37,59,12,0.9,43,152
2016-08-17,103,轻度污染,47,79,15,0.9,49,163
2016-08-18,74,良,54,87,18,1,54,119
2016-08-19,165,中度污染,50,84,14,1.1,59,230
2016-08-20,155,中度污染,63,107,13,1.2,63,220
2016-08-21,122,轻度污染,53,83,13,0.9,43,184
2016-08-22,117,轻度污染,55,99,23,1.1,54,178
2016-08-23,153,中度污染,48,75,13,1,44,218
2016-08-24,185,中度污染,53,82,13,1.1,46,250
2016-08-25,105,轻度污染,50,82,17,1,44,165
2016-08-26,60,良,14,29,11,0.8,30,112
2016-08-27,98,良,20,41,13,0.8,35,157
2016-08-28,56,良,35,61,14,1.1,43,82
2016-08-29,50,优,31,50,17,0.9,35,77
2016-08-30,50,优,35,47,10,0.7,33,98
2016-08-31,77,良,56,86,12,0.9,47,129
2016-09-01,92,良,47,73,12,0.9,45,150
2016-09-02,110,轻度污染,50,74,11,1,46,171
2016-09-03,85,良,63,99,12,1.1,68,51
2016-09-04,62,良,41,62,10,0.9,49,61
2016-09-05,55,良,32,47,13,0.8,44,60
2016-09-06,87,良,39,55,9,0.9,43,144
2016-09-07,68,良,40,62,13,1,45,121
2016-09-08,69,良,45,69,12,1,46,122
2016-09-09,115,轻度污染,52,82,17,1,48,176
2016-09-10,120,轻度污染,31,50,11,0.9,47,182
2016-09-11,113,轻度污染,45,79,17,1,60,174
2016-09-12,97,良,72,118,27,1.3,76,122
2016-09-13,79,良,56,85,12,1,63,55
2016-09-14,52,良,36,54,9,0.8,35,81
2016-09-15,90,良,33,48,11,0.9,37,148
2016-09-16,72,良,49,74,9,1.1,47,126
2016-09-17,98,良,73,109,12,1.4,71,36
2016-09-18,47,优,29,44,8,1,37,75
2016-09-19,50,优,24,34,16,0.9,32,99
2016-09-20,49,优,32,48,9,0.8,39,83
2016-09-21,80,良,42,63,10,0.9,42,136
2016-09-22,70,良,51,82,13,1.1,55,49
2016-09-23,70,良,42,64,10,1.1,56,73
2016-09-24,83,良,61,89,16,1.2,49,109
2016-09-25,107,轻度污染,80,117,15,1.2,49,84
2016-09-26,80,良,59,89,15,1.2,55,56
2016-09-27,63,良,40,63,15,1.1,50,101
2016-09-28,84,良,30,44,13,0.9,40,140
2016-09-29,68,良,33,50,15,1.1,54,64
2016-09-30,88,良,34,52,14,1.1,56,145
2016-10-01,121,轻度污染,37,51,13,1.1,52,183
2016-10-02,126,轻度污染,63,89,17,1.4,58,188
2016-10-03,117,轻度污染,71,99,18,1.3,56,178
2016-10-04,103,轻度污染,77,119,21,1.2,51,149
2016-10-05,60,良,33,53,17,0.8,48,51
2016-10-06,65,良,47,80,12,0.8,43,52
2016-10-07,77,良,56,94,13,1,54,56
2016-10-08,45,优,26,43,9,0.8,36,88
2016-10-09,40,优,19,31,10,0.7,32,46
2016-10-10,40,优,21,32,10,0.7,32,61
2016-10-11,52,良,25,41,12,0.8,41,42
2016-10-12,59,良,31,50,10,1,47,27
2016-10-13,60,良,40,70,12,1.1,44,51
2016-10-14,64,良,46,75,11,1.1,48,17
2016-10-15,73,良,53,88,13,1.2,50,24
2016-10-16,120,轻度污染,91,162,14,1.8,68,21
2016-10-17,79,良,58,99,12,1.2,48,112
2016-10-18,92,良,68,124,14,1.3,62,62
2016-10-19,100,良,75,138,18,1.3,68,38
2016-10-20,107,轻度污染,80,159,14,1.5,68,15
2016-10-21,109,轻度污染,82,149,19,1.5,58,19
2016-10-22,110,轻度污染,83,146,17,1.6,60,32
2016-10-23,40,优,11,26,11,0.7,32,49
2016-10-24,44,优,20,41,9,1,35,24
2016-10-25,59,良,30,65,17,1.1,47,50
2016-10-26,68,良,33,71,13,1.1,54,66
2016-10-27,64,良,34,70,16,1.2,51,54
2016-10-28,40,优,13,31,10,0.6,32,73
2016-10-29,41,优,20,41,11,0.5,32,80
2016-10-30,67,良,46,84,10,0.8,46,23
2016-10-31,74,良,54,91,14,0.9,50,78
2016-11-01,99,良,74,124,14,1.1,61,33
2016-11-02,165,中度污染,125,203,14,1.5,73,17
2016-11-03,140,轻度污染,107,170,16,1.3,59,77
2016-11-04,168,中度污染,127,194,18,1.5,65,73
2016-11-05,203,重度污染,153,230,20,1.5,78,32
2016-11-06,149,轻度污染,114,183,20,1.4,61,26
2016-11-07,48,优,21,47,8,0.7,38,43
2016-11-08,64,良,41,77,10,0.7,41,41
2016-11-09,55,良,38,60,7,0.9,43,35
2016-11-10,83,良,61,98,12,1,49,26
2016-11-11,71,良,51,91,14,1.1,55,31
2016-11-12,83,良,61,114,11,1.3,56,59
2016-11-13,129,轻度污染,98,161,18,1.5,66,71
2016-11-14,186,中度污染,140,238,20,1.9,86,65
2016-11-15,244,重度污染,194,319,25,1.9,77,13
2016-11-16,135,轻度污染,103,170,18,1.5,70,62
2016-11-17,147,轻度污染,112,183,16,1.8,79,53
2016-11-18,152,中度污染,116,179,14,1.4,63,82
2016-11-19,117,轻度污染,88,146,15,1.5,68,33
2016-11-20,129,轻度污染,98,188,22,2,72,48
2016-11-21,182,中度污染,137,259,22,2.1,79,7
2016-11-22,52,良,27,53,12,0.8,35,44
2016-11-23,50,优,21,48,13,0.7,40,50
2016-11-24,62,良,36,73,12,0.8,46,35
2016-11-25,75,良,55,96,16,1.1,53,22
2016-11-26,87,良,59,123,17,1.2,57,63
2016-11-27,108,轻度污染,78,166,22,1.5,74,49
