time,中证全债,中证全指,COMEX黄金
2010-01-01,,,
2010-01-02,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-03,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-04,0.3566075183599131,-0.49181307158088283,2.4098417954052564
2010-01-05,0.9806675155519013,0.7242261826528902,0.017024132039295373
2010-01-06,-1.516980876026861,-0.3860335647448165,1.911674534639934
2010-01-07,-2.3524696127323748,-1.6239340734258063,-0.31690247209234934
2010-01-08,0.3573417720147382,0.4683135365505503,0.553745550219153
2010-01-09,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-10,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-11,0.25291851026357387,0.22070201092349787,1.3169565707561823
2010-01-12,1.710656726242284,1.357670189150324,-2.3926542093296654
2010-01-13,-1.8303056913278914,-2.0113133604671694,0.7924717154444464
2010-01-14,0.25272266338055527,1.4611511191880977,0.6376949335572935
2010-01-15,0.4608591521454363,0.4192533656046315,-1.3692635681338454
2010-01-16,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-17,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-18,-1.8310883435728253,0.7325005201219702,-0.01572165804655245
2010-01-19,0.5655513149182219,0.09584852726037575,0.9954795018550636
2010-01-20,0.9816529034055071,-2.752118735982473,-3.0088587473296218
2010-01-21,1.396680630999606,0.3367383436918639,-1.0520710263404898
2010-01-22,-0.060056533010202647,-1.4406658299279127,-1.5084133582561348
2010-01-23,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-24,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-25,1.3947308728306345,-1.0570479018632375,0.6549001574094017
2010-01-26,1.6003627676512533,-2.430752728499897,0.2848631240351625
2010-01-27,-1.201639883963398,-0.9161961731354514,-1.5598611153424378
2010-01-28,0.5623657012955302,0.5431298571317202,-0.10583740060325394
2010-01-29,0.9766539722203145,0.22078689446193497,-0.12845975127591217
2010-01-30,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-01-31,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-01,1.2863396673799024,-1.1564922733921397,2.352362531759528
2010-02-02,1.3881862536874916,-0.27511501254911186,1.4140567428624615
2010-02-03,0.5597134545674977,1.8033032692581912,-0.6735439088486151
2010-02-04,-0.0606783392651383,0.10474947694338584,-5.524578160767164
2010-02-05,0.7658498811197778,-1.6743781405701774,-1.1943287203086268
2010-02-06,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-07,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-08,1.693792450720245,-0.04919379428829257,1.5417815217205215
2010-02-09,1.4851923728263572,0.3079758942545081,1.2388578303532882
2010-02-10,-0.37008175295644946,1.0813355229317547,-0.1178872524529671
2010-02-11,0.24801312186212995,0.011603686423115342,2.0562268482568316
2010-02-12,-0.8852153201348683,0.8623342871310206,-0.5416421041962963
2010-02-13,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-14,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-15,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-16,-0.1640394971448112,-0.004911790773144984,3.281194254160891
2010-02-17,-0.1640394971448112,-0.004911790773144984,0.02793355387860423
2010-02-18,-0.1640394971448112,-0.004911790773144984,-0.16858309279208228
2010-02-19,-0.1640394971448112,-0.004911790773144984,0.355182503787564
2010-02-20,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-21,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-22,1.380859049809332,-0.23311494432500532,-0.9999884918702615
2010-02-23,-0.1640394971448112,-0.2673376452417606,-1.1076394604181548
2010-02-24,0.04181155094331854,1.349811100957886,-0.6822639488472083
2010-02-25,0.3504488732355204,1.2230493650699408,1.236594402152552
2010-02-26,2.097349591289433,-0.129416002896619,1.1256340905322957
2010-02-27,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-02-28,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-03-01,4.244884668517453,1.0146485721804155,-0.08128049722459345
2010-03-02,0.6546165020713054,-0.1891611628226623,2.0541861710462466
2010-03-03,2.3910197417097323,0.7524934399078284,0.6273490790549161
2010-03-04,-0.3682638260340794,-2.3806157098569116,-1.1109614134875505
2010-03-05,0.04018483174445705,0.23909476940510122,0.21057172826322845
2010-03-06,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-03-07,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-03-08,0.3463842670256668,0.7284633953518914,-1.2274850436876352
2010-03-09,-0.1640394971448112,0.3166677659922247,-0.20070359080692415
2010-03-10,-0.06197823036710124,-0.766000814285938,-1.5718876807097069
2010-03-11,-0.4702467799319852,-0.2430774405108338,-0.004693252619741884
2010-03-12,-1.5939390501281108,-1.143523314218463,-0.7346436680938014
2010-03-13,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-03-14,-0.1640394971448112,-0.004911790773144984,-0.01572165804655245
2010-03-15,0.7553579787882063,-1.0578668001082305,0.3829723208418802
2010-03-16,1.0608366829618792,0.6092157128896459,1.8496439903486077
2010-03-17,0.34599306275203956,1.8748808265809034,0.16926027471381927
2010-03-18,-0.1640394971448112,-0.010801524223842158,0.3425645245447893
2010-03-19,1.4667524958463176,0.6190708816617094,-2.1813471116737513
