管理级别,排放去向,站点编码,所属区域,所属行业,站点名称,组织机构代码,企业名称
4,,33330662000061,330602,皮革,总排口,6750,浙江中包派克奇有限公司
3,,33330483030242,330483,锅炉,废气排放口,6652,桐昆集团有限公司(恒邦厂区)
4,,33330723100071,330723,皮革,排污口,6320,武义拓展工艺制品有限公司
3,,33330301000052,330301,火电,7号炉,87,浙江浙能温州发电有限公司
4,,33330662000051,330602,皮革,总排口,6753,绍兴咸亨食品有限公司
1,2,33330621000811,330621,皮革,标排口,,绍兴县金氏纺织印染有限公司
4,0,33331124000121,331124,皮革,标排口1#,4750,松阳县晨丰纸业有限公司
4,,3302821111330282,330282,皮革,标排口1,5955,慈溪汇银钢管有限公司
3,,33330781001182,330781,,双狮窑头,2396,浙江双狮建材有限公司
2,1,33330183001211,330183,皮革,标排口,,富阳市天地纺织染整有限工司
2,2,33330621002171,330621,皮革,标排口,704484728,浙江绍兴永利印染有限公司
2,2,33330411000061,330411,皮革,总排口,732414516,欣悦印染有限公司
4,,33330212103001,330265,皮革,废水排放口,4290,宁波光华电池有限公司
3,,3303273303270170,330327,皮革,标排口,,温州市苍南高精电镀厂
2,1,33330183001411,330183,皮革,标排口,682926010,杭州富伦生态科技有限公司
4,2,33331103000990,331161,皮革,1#排放口,6861,丽水市丽利来阀门制造有限公司
4,,3301092376330109,330109,,排放口,4366,杭州萧山蓝天印染有限公司
4,0,33330903100632,330903,皮革,标排口1#,5401,中远船务有限公司
4,,3307831035330783,330783,皮革,标排口,6003,东阳市千祥五金电镀厂
1,,33330411011191,330411,皮革,纳管口,739200836,嘉兴市永利纺织有限公司
4,2,33330381000361,330381,皮革,标准排放口,5420,瑞安市塘下镇霞林废水工程施工中心
4,,33331121000141,331121,皮革,废水总排口,5368,青田县水务有限公司中部组团污水处理厂
3,,33330522020232,330522,,废气排放口,6253,桐昆集团浙江恒腾差别化纤维有限公司
4,2,33331003000121,331003,皮革,标排口,5432,黄岩区垃圾渗滤液处理站
4,0,33331082000771,331082,皮革,标排口1#,5491,临海市松山垃圾填埋场
4,0,33330902200544,330902,皮革,标排口,4121,舟山市纳海固体废物集中处置有限公司
4,2,3305236070330523,330523,皮革,标排口,6568,浙江安吉天龙有机膨润土有限公司
4,2,33331023000151,331023,皮革,标排口,3740,浙江天成自控股份有限公司
4,0,3306811027330681,330681,皮革,总排放口,5632,浙江盾安机电科技有限公司
4,0,3305236068330523,330523,皮革,标排口,6454,海名斯（安吉）粘土有限公司
4,0,33331102000950,331102,皮革,1#,6885,浙江特利隆精密机械有限公司
4,,33330303000062,330301,火电,2号炉,5178,温州燃机发电有限公司
4,2,33330183005691,330111,皮革,标排口,4912,浙江金富春实业有限公司
3,2,33330161010241,330161,皮革,标排口,6913,杭州天马思宏数码科技有限公司
4,0,3307841061330784,330784,皮革,标排口,6042,浙江炊大王炊具有限公司
3,,3301821032330182,330182,皮革,1#,,浙江建业化工股份有限公司五马洲厂区
1,2,33331103000071,331161,皮革,总排口,872,丽水市富泰革基布有限公司
4,,3302821108330282,330282,皮革,标排口1,5953,宁波韩电电器有限公司
4,0,33331103000821,331161,皮革,(新厂）,5193,浙江波力胜新能源科技有限公司
1,1,3310812006331081,331081,皮革,标排口,731508246,温岭市鑫昌纸业有限公司
4,,33330603000781,330661,皮革,标排口,5545,浙江三通金属制品有限公司
1,,33330621000331,330621,皮革,111,744139830,绍兴杭越漂印整理有限公司
1,,3301091036330109,330109,皮革,排放口,724503957,杭州嘉丰羽绒制品有限公司
4,,3307831028330783,330783,皮革,标排口,6001,东阳市曙光电镀有限公司
4,0,33330122211001,330122,皮革,标排口,7015,瑶琳镇污水处理站
4,,3302821089330282,330282,皮革,标排口1,5944,慈溪市万佳电器有限公司
4,,3306823306821080,330604,皮革,标排口1#,4051,上虞南都有色金属工业有限公司(浙江贝纳通电源有限公司)
3,,3305211041330521,330521,皮革,标排口,771909941,湖州新嘉怡丝织印花有限公司
3,,33331122000141,331122,皮革,标排口1#,4322,浙江四方电子有限公司
2,2,33330183001141,330183,皮革,标排口,,富阳市兴荣纸业有限公司
3,2,33331002000921,331061,皮革,标排口,3698,浙江弘达环保科技有限公司
4,,33330603000801,330661,皮革,标排口,2193,绍兴市清能环保有限公司（原中环）
1,2,33330621008001,330621,皮革,标排口,704497959,浙江绿洲印染有限公司
4,,3305012003330501,330503,热电,烟囱,742935438,湖州丝得莉热电有限公司
3,,33330199022742,330162,,1#吸收塔,5144,浙江双兔新材料有限公司
3,2,33331002001521,331002,皮革,标排口,4648,信质电机股份有限公司
4,0,33331103000181,331161,皮革,标排口1#,3948,浙江博聚新材料有限公司
4,,333306810101151,330681,皮革,标排口1#,6650,诸暨帕瓦新能源有限公司
2,1,33330183000161,330183,皮革,标排口,746301715,富阳市清园城市综合污水处理有限公司
4,,33331124000271,331124,皮革,标排口1#,6458,松阳垃圾填埋厂
3,,33330483030142,330483,锅炉,废气排放口,6232,桐昆集团浙江恒盛化纤有限公司
3,,3301092514330109,330109,,排放口,5117,杭州萧山丝化印染有限公司
4,2,3307841095330784,330784,皮革,标排口,6053,浙江春洲铝业有限公司
1,1,33330523000011,330523,皮革,总排口,,安吉东恒氧化铁颜料厂
3,2,33331022000151,331022,皮革,标排口,4671,三变科技股份有限公司
3,2,33330122101831,330122,皮革,标排口,5060,桐庐大裕织染有限公司
4,0,3307011018330701,330761,皮革,标排口,4428,金华威陵制管有限公司
4,0,33331103000351,331161,皮革,标排口1#,4176,浙江耐和实业有限公司
2,2,33330621000071,330621,皮革,标排口,,绍兴县超超染整有限公司
2,2,33330621000231,330621,皮革,标排口,704497035,浙江五洋印染有限公司
3,,33330122106331,330122,皮革,标排口,3176,桐庐千红笔业有限责任公司
4,,33331010000701,330110,皮革,废水标排口,6694,欧文斯科宁复合材料有限公司
4,2,3301092170330109,330109,皮革,排放口,4985,杭州运城制版有限公司
4,0,3307841035330784,330784,皮革,标排口,6043,浙江盈联科技有限公司
4,2,3301092329330109,330109,皮革,排放口,5005,杭州荣顺羽绒制品有限公司
1,2,33330109000551,330111,皮革,标排口,733200122,杭州青松印染有限公司
4,,3301092281330109,330109,,排放口,4347,杭州新生印染有限公司(三元控股集团污水集中处理中心）
1,,3306212013330621,330621,,烟囱,736897551,浙江水泥有限公司
3,0,3311210008331121,331121,皮革,标准排放口,4330,浙江联侨合成革有限公司
4,2,33331103000930,331102,皮革,1#排放口,6845,丽水市爱珠饰品有限公司
3,,3304833008330483,330483,锅炉,废气总排口,6229,桐乡市中辰化纤有限公司
4,,3301101009330110,330110,皮革,标排口,4958,杭州万胜运河钢缆有限公司
3,2,3301092349330109,330109,皮革,排放口,5021,杭州恒钢金属表面处理有限公司
4,2,3304811082330481,330481,皮革,入管网口,6145,浙江宝石蝶围巾有限公司
3,2,3302821041330282,330282,皮革,标排口1#,5909,慈溪市金龙无线电材料厂
4,,3305212006330521,330521,锅炉,废气排放口,6267,升华集团德清华源颜料有限公司
4,,33330682001762,330604,,导热油锅炉废气,5738,浙江安诺芳胺化学品有限公司
1,2,3310231002331023,331023,皮革,标排口,70471161X,浙江银轮机械股份有限公司
4,,33330682001132,330604,,废气排放口,5736,浙江嘉成化工有限公司
4,0,33330603000751,330661,皮革,总排口,5544,绍兴市皮业有限公司
4,0,33330185025151,330185,皮革,标排口1#,4866,临安市华生线路板有限公司
3,,33330682001221,330604,皮革,标排口2#,6471,上虞颖泰精细化工有限公司
4,2,33330185025031,330185,皮革,标排口,4860,杭州临安鹏宇电子有限公司
4,0,3307021014330702,330702,皮革,标排口,2314,浙江鹏友化工有限公司
4,0,33331121000041,331121,皮革,标排口1#,4295,青田众鑫污水处理有限公司
4,,3302821067330282,330282,皮革,标排口1,5934,宁波查理迷家庭花园用品有限公司
4,0,33331021000521,331021,皮革,标排口,3687,浙江艾迪西流体控制股份有限公司
4,2,33331103000910,331161,皮革,1#排放口,6858,浙江五养堂药业有限公司
1,2,33330621000361,330621,皮革,标排口,,绍兴县洁彩坊印染有限公司
4,2,33331021000471,331021,皮革,标排口,4664,玉环县华福电镀有限公司
4,0,33330185252451,330185,皮革,标排口1#,4873,杭州临安印制电路板厂
4,2,33330261000241,330261,皮革,排放口1,5883,宁波帅邦化纤有限公司
4,,3306811113330681,330681,皮革,标排口,5657,浙江盾安机械有限公司
4,2,3301092328330109,330109,皮革,排放口,5004,杭州萧山鸿雅羽绒制品有限公司
4,2,33330283000311,330283,皮革,标排口,5968,宁波东鑫汽车轮毂制造有限公司
3,2,3304831042330483,330483,皮革,总排口,6224,桐乡市新达丝绸炼染有限公司
2,2,33330183000301,330183,皮革,标排口,754412415,杭州东大纸业有限公司
4,2,3301092359330109,330109,皮革,排放口,5030,杭州萧山长远电镀灯饰有限公司
2,,33330199000512,330162,,排放口2#,6510,浙江巴陵恒逸己内酰胺有限公司责任公司
1,2,33330183000271,330183,皮革,标排口,71614064X,浙江宏盛纸业有限公司
4,2,33331103000750,331161,皮革,标排口,6848,浙江绿谷光伏科技有限公司
3,,3301101118330110,330110,皮革,标排口,668037604,杭州恒诺印染有限公司
4,2,33331103000920,331161,皮革,1#排放口,6847,浙江胜龙汽车零部件有限公司
4,,3301830430330183,330111,皮革,标排口,6296,杭州富阳勤丰纸业有限公司(原万宏)
4,2,33330361000271,330361,皮革,标准排放口,4389,温州弘业净水工程有限公司
4,2,3301092290330109,330109,皮革,排放口,4990,传化智联股份有限公司
4,2,33330261000301,330261,皮革,排放口1,5884,慈溪市向维海洋导航仪器有限公司
3,,33330781001152,330781,,废气排放口窑头,1591,兰溪诸葛南方水泥有限公司
4,,3302110000000301,330211,,废气排放口,6575,宁波新福化工科技有限公司
4,,33330624000451,330624,皮革,总排口,5603,新昌县增丰金属制品有限公司-
4,0,3301852511330185,330185,皮革,标排口1#,4864,临安诚成电子有限公司
4,2,3304011080330401,330402,皮革,入管网口,6091,浙江友联化学工业有限公司
3,,3310821047331082,331082,皮革,总排口,,台州市德力西长江环保有限公司
4,2,33330104010131,330161,皮革,标排口,3596,杭州娃哈哈乐维食品有限公司
4,2,3305211033330521,330521,皮革,总排口,,浙江亚特丝绸印染有限公司
4,2,3306211227330621,330603,皮革,纳管口,5554,绍兴柯桥富强植绒水洗有限公司
2,,33330110000062,330110,热电,废气排放口,143869707,杭州塘栖热电有限公司
4,0,3301821019330182,330182,皮革,标排口,4201,浙江新安化工集团股份有限公司有机硅基地H
4,0,33331021000361,331021,皮革,标排口,3680,浙江金壳药业有限公司
1,2,33330424010301,330424,皮革,纳管口,2133,浙江青莲食品股份有限公司
4,2,33330261000201,330261,皮革,废水排放口,5878,宁波长华长盛汽车零部件有限公司
3,2,33331103000191,331161,皮革,总排口,4736,丽水吉华实业有限公司
3,0,33330761000081,330761,皮革,标排口,4434,金华华科汽车工业有限公司
4,,33331103000841,331161,皮革,排污口1#,6800,浙江瑞德建筑五金有限公司
4,2,3301092321330109,330109,皮革,排放口,4997,杭州五洲羽绒制品有限公司
3,0,33330603000711,330661,皮革,总排口,5540,浙江苏泊尔生活电器有限公司
4,,33330903135321,330903,皮革,废水,5395,浙江海鲲食品有限公司
4,2,33330421019191,330421,皮革,废水排放口,6872,开易(浙江)服装配件有限公司
2,,33330110000032,330110,垃圾焚烧,废气排放口,720098923,杭州锦江绿色能源有限公司
1,,33330105000092,330483,水泥,废气总排口,733831434,浙江新都水泥有限公司
4,0,33331102000990,331102,皮革,1#,6882,丽水万控科技有限公司
4,0,3302110000000411,330211,皮革,排放口,6525,宁波镇洋化工发展有限公司
4,,33330783000521,330783,皮革,标排口,6009,浙江省东阳市环保科技有限公司
4,0,3302821131330282,330282,皮革,标排口1,5958,宁波环驰钢管有限公司
4,2,3304811034330481,330481,皮革,入管网口,6135,浙江富邦汽车内饰科技股份有限公司（原海宁富邦汽车内饰有限公司）
4,,3302811042330280,330281,皮革,直排口,6311,宁波舜佳电子有限公司
1,2,33330109021201,330111,皮革,标排口,676788440,杭州浙晨橡胶有限公司
4,2,33330481011581,330481,皮革,废水排放口,6413,海宁续笙新能源科技有限公司
4,0,33331123000024,331123,皮革,1#排污口,6668,浙江永上特材有限公司
3,2,33330261000331,330261,皮革,废水排放口,5886,浙江中田新材料科技有限公司
1,,33330681020142,330681,锅炉,废气排放口,3403,浙江华海合力科技股份有限公司
4,2,3304811072330481,330481,皮革,入管网口,6141,海宁振嘉电子有限公司
3,0,3302110000000761,330211,皮革,废水排放口2,1207,宁波海德针织漂染有限公司
4,,3306823306821517,330604,皮革,总排口,5715,浙江万格印染有限公司
4,,33330902013031,330902,皮革,标排口1#,3950,舟山京洲水产有限公司
3,0,33331081000541,331081,皮革,二分厂标排口,3755,浙江跃岭制造有限公司
4,0,33331124000141,331124,皮革,标排口1#,4022,浙江丽泰革业有限公司
4,0,33330185252121,330185,皮革,标排口1#,4870,临安清凉峰电子电路板厂
4,,33330183007101,330111,皮革,标牌口,6292,浙江银图新型建材有限公司
4,0,33331122000231,331122,皮革,标排口1#,4746,浙江正邦电子股份有限公司
2,2,33330522010371,330522,皮革,标排口,4525,浙江金三发粘合衬有限公司
4,0,33330281000411,330281,皮革,纳管口,6541,余姚大发化纤有限公司
4,,33330303000471,330303,皮革,标准排放口,5402,温州市新祥合成革有限公司
4,0,33330185024931,330185,皮革,标排口1#,4854,临安天宇电子有限公司
4,0,3306811025330681,330681,皮革,总排放口,3969,浙江盾安禾田金属有限公司
4,2,33330327000191,330327,皮革,标准排放口,5414,温州市苍南金龙电镀厂
4,2,33330304000551,330304,皮革,标准排放口,6795,温州市聚溢电子科技有限公司
1,2,33330206111111,330206,皮革,标排口,768519184,宁波维科精华集团股份有限公司特阔家纺分公司
3,,3303273303270176,330327,皮革,标排口,145799423,苍南县湖前电镀厂
4,2,3304811141330481,330481,皮革,入管网口,6176,浙江恒都光电科技有限公司
3,0,33330402011011,330402,皮革,入网口,6933,嘉兴敏实机械有限公司
,,3311240011331120,331124,皮革,标排口,5376,松阳万通革业有限公司
4,2,3304811057330481,330481,皮革,入管网口,6138,浙江万紫千红印染有限公司
4,2,3304811015330481,330481,皮革,入管网口,6133,海宁市恒励纺织染整有限公司
4,,33330327000092,330327,垃圾焚烧,标排口2#,4066,苍南玉苍伟明环保能源有限公司（苍南宜嘉垃圾发电有限公司）
3,,33330110000053,330110,,标排口2#,4054,杭州余杭印染化工厂
3,,33330482030392,330482,,废气排放口,6911,浙江中悦环保新材料股份有限公司
4,,33330664000121,330662,皮革,总排口,5619,绍兴市百通铝塑包装有限公司
4,2,3304821090330482,330461,皮革,纳管口,6179,嘉兴赞宇科技有限公司
4,,33330903020032,330903,锅炉,废气排污口,6844,浙江丰宇海洋生物制品有限公司
4,2,3304811108330481,330481,皮革,入管网口,6153,浙江赛芙纺织品有限公司
2,2,33330621001411,330621,皮革,标排口,717682117,浙江友谊染织有限公司
1,,3302831028330283,330283,皮革,1#,780410085,奉化纳米多镀业有限公司
3,2,33330122106731,330122,皮革,标排口,5070,桐庐富东车圈责任有限公司
4,,33330921101122,330921,,废气排口,5296,岱山天益海洋鱼品有限公司
4,2,3304811026330481,330481,皮革,入管网口,6134,浙江银梭织染有限公司
1,1,3310812009331081,331081,皮革,标排口,255495869,温岭市新华纸业有限公司
4,,33330603000731,330661,皮革,总排口,5542,浙江布兰卡复合新材料有限公司
4,2,33330421019201,330421,皮革,废水排放口,6870,嘉善兴茂毛纺织染整有限公司
4,2,3301051001330105,330105,皮革,标排口,4964,杭州环境集团有限公司新厂
2,0,33330521000211,330521,皮革,总排口,1045,德清县上峰纸业有限公司
3,2,33330122200001,330122,皮革,标排口,6971,杭州科博纸业责任有限公司
4,,33330902013011,330902,皮革,标排口1#,3929,舟山西峰水产有限公司
2,1,33330783000011,330783,皮革,总排口,,东阳市横店污水处理厂（一期）
4,,33330303000052,330301,火电,1号炉,5178,温州燃机发电有限公司
4,0,33330521000610,330521,皮革,标排口,5265,浙江联合颜料有限公司
2,2,33330621001241,330621,皮革,标排口,,绍兴县柯桥印染有限公司
3,,3303043303040218,330304,皮革,总排口,681698116,温州市捷仕服饰有限公司
4,2,33330199021851,330162,皮革,废水中和池,5042,浙江双兔新材料有限公司
4,0,33330824000361,330824,皮革,废水排放口,4768,浙江泰明光伏有限公司
4,,33330782011781,330782,皮革,标排口,6618,浙江华灿光电有限公司
4,0,333302820001205,330282,皮革,标排口1,5959,浙江富迩佳电子科技有限公司
3,,33330206000432,330206,锅炉,烧结石灰石石膏法脱硫排放口,2085,宁波钢铁有限公司
4,,33330902101321,330902,皮革,废水,5389,舟山市瀛洲海洋食品有限公司
1,,3311220101331122,331122,皮革,1#,,缙云县丽通污水处理厂(壶镇）
2,2,33330621000901,330621,皮革,标排口,,绍兴县宇华印染有限公司
4,0,3301821020330182,330182,皮革,标排口,4082,浙江新安迈图有机硅责任有限公司
3,,3301092174330109,330109,,总排口,4978,杭州天元涤纶有限公司
3,0,33331003000301,331003,皮革,标排口,3697,黄岩燎原染色厂
4,2,3304011014330401,330402,皮革,纳管口,6061,嘉兴圣历毛纺有限责任公司
2,1,33330183001091,330183,皮革,标排口,759528070,浙江春南污水处理有限公司
4,0,33330381000461,330381,皮革,标准排放口,6749,瑞安市瑞晟电泳有限公司
4,2,33331161002041,331161,皮革,标排口,7040,丽水市逸达科技有限公司
1,2,33330621002231,330621,皮革,标排口,720095909,绍兴凤仪天龙印染有限公司
3,2,3302821031330282,330282,皮革,标排口1#,5910,慈溪市东方电镀有限公司
3,0,33331021000091,331021,皮革,标排口,1577,浙江苏泊尔股份有限公司
3,2,33330122106431,330122,皮革,废水标排口,5069,桐庐县窄溪工艺电镀厂
4,,33331121001011,331121,,排放口1#,6958,浙江卓业能源装备有限公司
4,2,33330781001081,330781,皮革,标排口,4260,浙江杰斯特电器有限公司
1,,33330411030292,330411,,4号排放口,3540,福莱特光伏玻璃集团股份有限公司
4,0,33330212000111,330212,皮革,标排口,5842,宁波博德高科股份有限公司
4,0,33330122102331,330122,皮革,标排口,5062,杭州裕美生物科技有限公司
4,2,3301092332330109,330109,皮革,排放口,5008,杭州萧山中洲羽绒制品有限公司
1,,3301830138330183,330183,皮革,1#,,富阳市海王纸业有限公司-灵桥
3,0,33330784000251,330784,皮革,标排口,6963,浙江安胜科技股份有限公司
2,,3306812017330681,330681,,燃煤,753016680,浙江诸暨八方热电有限责任公司
2,,3301092276330109,330109,,排放口,3046,杭州集美印染有限公司
4,2,33331023000121,331023,皮革,标排口,3739,浙江天新药业有限公司
4,2,33330104000755,330104,皮革,标排口1#,6610,杭州立昂微电子股份有限公司
4,,33330624000251,330624,皮革,总排口,5590,新昌县同辉铝氧化有限公司
4,0,3306811026330681,330681,皮革,总排放口,4319,浙江海亮股份有限公司
4,0,33331122000221,331122,皮革,标排口1#,6483,浙江固驰电子有限公司
4,0,33330421019221,330421,皮革,废水排放口,7049,嘉善县大地污水处理工程有限公司大成污水处理厂
4,2,33330802000651,330802,皮革,废水排放口,4759,浙江嘉宝铝业有限公司
4,,33330681020152,330681,,标排口,4642,诸暨天基环兴废弃物处置有限公司
3,,33331022000092,331022,,（气）标排口,4340,浙江维泰橡胶有限公司
3,,33330501000042,330561,,2#废气排放口,6272,湖州市星鸿固体废物综合利用处置有限公司
4,,3302812009330280,330281,,烟囱,6313,宁波光耀热电脱硫前烟气监测
4,,3301092270330109,330109,,排放口2#,3519,杭州翔盛纺织有限公司
3,,33330206000482,330206,锅炉,2#烧结机尾与整粒除尘排放口,2085,宁波钢铁有限公司
4,,3302821076330282,330282,皮革,标排口1,5939,宁波丰之纯线材制造有限公司
3,,33330483300102,330483,锅炉,废气排放口,6237,桐乡中欣化纤有限公司
1,1,33330523000041,330523,皮革,标排口,725859939,安吉县远东颜料有限公司
3,2,33330122102531,330122,皮革,排放口,5063,桐庐诚信针织染整有限公司
4,2,33330361000331,330361,皮革,标准排放口,6989,浙江博凡实业有限公司
4,2,33330922013011,330922,皮革,标排口1#,4024,嵊泗县青沙水产发展有限公司
4,,33330662000031,330602,皮革,总排口,6755,太极集团浙江东方制药有限公司
3,2,33331023000161,331023,皮革,标排口,3734,浙江新银象生物工程有限公司
4,0,33330214000131,330263,皮革,废水排放口,5853,宁波金源复合集团有限公司
4,,33330902200633,330902,,废气排放口,5292,舟山东方环保科技有限公司
3,2,33330109027111,330109,皮革,1#,6969,杭州和通家用纺织品有限公司
2,2,33330303000151,330303,皮革,标排口,609314130,泰庆皮革有限公司
4,,33330185252911,330185,皮革,标排口1#,4878,杭州中润电子有限公司
3,,3311230006331123,331123,,废气总排口,639,浙江遂昌遂钢金属制品有限公司
1,2,3306023306021030,330601,皮革,总排口,719597397,绍兴铜都矿业有限公司
4,2,33331103000880,331161,皮革,1#排放口,7034,浙江双工阀门有限公司
4,,33330206206142,330206,,废气排放口,5970,宁波大千纺织有限公司
4,0,33331103000411,331161,皮革,标排口1#,4248,浙江中奥革业有限公司
4,,33330682001752,330604,锅炉,锅炉排放口,5737,浙江劲光实业股份有限公司
1,2,33330621003011,330621,皮革,标排口,726613367,绍兴金楚印染有限公司
4,0,3307841006330784,330784,皮革,标排口,4329,浙江环新氟材料有限公司
4,2,33331103000770,331161,皮革,排放口,7055,浙江避泰电气科技有限公司
4,,33330185010661,330185,皮革,标排口1#,4821,杭州杭氧股份有限公司
4,2,3304811073330481,330481,皮革,入管网口,6142,海宁耐尔袜业有限公司
3,2,3305012015330501,330502,皮革,标排口,766446778,湖州元隆纺织印染有限公司
4,2,3306811011330681,330681,皮革,总排放口,5639,浙江悦隆乳胶制品有限公司
2,2,33330621001481,330621,皮革,标排口,738440301,浙江东盛印染有限公司
4,2,33331122000371,331122,皮革,标排口,6830,浙江江枫工贸有限公司
1,2,33330161001061,330161,皮革,废水排放口,4966,浙江太古可口可乐饮料有限公司
1,2,33330326000291,330326,皮革,标准排放口,3910,平阳海源污水处理有限公司
4,2,33330621006111,330603,皮革,排放口,5575,浙江金塔生物科技有限公司
2,,33330110000121,330110,皮革,标排口,6537,杭州余杭水务有限公司崇贤分公司
4,,33330681010118,330681,皮革,标排口1#,6635,浙江安特磁材有限公司
4,,33330664000151,330662,皮革,总排口,5622,上虞新弘包装有限公司
4,,33330723100261,330723,皮革,雨水口,6822,武义县鑫润科技有限公司
1,,33330401030122,330402,锅炉,排放口,,浙江秀舟热电有限公司
4,,33330183006082,330111,锅炉,标排口1#,5087,杭州海通管桩构件有限公司
1,,3302812002330281,330281,水泥,烟囱,144602510,宁波科环新型建材股份有限公司
4,0,33331121000121,331121,皮革,标排口,5153,青田县宏康拉链有限公司
2,1,33330305000071,330305,皮革,标排口,577703368,温州弘业污水处理有限公司
4,0,3302061121330206,330206,皮革,废水排放口,5833,宁波热电股份有限公司
3,,33330211011012,330211,化工,硫磺烟气排放口,91330211764527945N,宁波中金石化有限公司
3,,33330781000242,330781,火电,4#废气排放口,9133078175492287XQ,浙江浙能兰溪发电有限责任公司
3,,33330482011201,330482,电镀,纳管口,913304820568858482,平湖联祥电镀科技有限公司
3,,33330421010271,330421,纺织染整,废水排放口,91330421744114254T,浙江兴泰染织有限公司
3,,33330161000192,330161,热电,2#标排口,91330101599555247P,杭州华电下沙热电有限公司
3,,33330621006182,330603,热电,5号烟囱,91330621698257456M,浙江浙能绍兴滨海热电有限责任公司
3,,33330199000122,330162,火电,标排口,913301000678980381,杭州航民江东热电有限公司
3,,33330211001101,330211,纺织染整,污水排放口,91330211780438280B,宁波萌恒线业有限公司
3,,33330122000302,330122,水泥,窑头,91330122757230094C,桐庐红狮水泥有限公司
3,,33330381000201,330381,电镀,标准排放口,913303811456407030,瑞标集团有限公司
3,,33330483000171,330483,污水处理厂,总排口,91330400787730604U,桐乡申和水务有限公司
3,,33330621003071,330603,纺织染整,排放口,91330621717683515D,浙江华越印染有限公司
3,,33330199021221,330162,daxingchuqinyangzhi,排放口,913301097042814533,杭州萧山富春养殖有限公司
3,,33330199021411,330162,daxingchuqinyangzhi,排放口,91330100143537868J,杭州萧山龙翔养殖有限责任公司
3,,33330282206109,330282,垃圾焚烧,7#废气排口,913302827995183959,慈溪中科众茂环保热电有限公司
3,,33330182000512,330182,水泥,1#窑头,913301827338233119,建德海螺水泥有限责任公司
3,,33330602000171,330661,纺织染整,标排口,913306007044804360,绍兴市跃进印染有限公司
3,,33330324000231,330324,纺织染整,标准排放口,9133032472008736XH,永嘉县银城拉链印染有限公司
3,,33330682000031,330604,化工,标排口,913306046661668085,上虞新和成生物化工有限公司
3,,33330802001102,330861,金属加工,炼钢2号转炉二次除尘,913308007498196085,衢州元立金属制品有限公司
3,,33330424010031,330424,医药,纳管口,91330424146783503M,浙江博仕达作物科技有限公司
3,,33330621001601,330603,纺织染整,标排口,913306217590808943,绍兴舒美针织有限公司
3,,33330781018992,330781,垃圾焚烧,2#烟气标排口,91330781147395174C,浙江金泰莱环保科技有限公司
3,,33330621002521,330661,纺织染整,标排口,913306001460100923,绍兴市金丰印染有限公司
3,,33330621006262,330603,热电,6号烟囱,91330621698257456M,浙江浙能绍兴滨海热电有限责任公司
3,,33331022000052,331022,火电,2#排口,91331022055524047Q,浙江浙能台州第二发电有限责任公司
3,,33330183004492,330111,热电,3#废气排放口,91330183754403818A,浙江三星热电有限公司
3,,33330402030402,330402,垃圾焚烧,流化床1号,91330402761341635A,嘉兴市绿色能源有限公司
3,,33330324000332,330324,造纸,废气排放口,913303247743644818,永嘉县日鑫纸业有限公司
3,,33330603000391,330661,纺织染整,总排放口,913306005586423521,绍兴市城中诚服饰有限公司
3,,33330424010351,330424,金属加工,纳管口,91330424683148775J,浙江方泉汽车标准件有限公司
3,,33330621006452,330603,热电,水泥排放口3#,91330621755902387X,绍兴远东热电有限公司
3,,33330523000641,330523,造纸,标排口,913305237498367157,安吉正大纸业有限公司
3,,33330522007011,330523,污水处理厂,总排口,91330523674771581T,安吉金山污水处理有限公司
3,,33330302000051,330302,食品加工,标准排放口,91330300145038296E,温州快鹿集团公司
3,,33330109010558,330109,纺织染整,排放口,913301097360453751,杭州三印染整有限公司
3,,33330482030312,330482,垃圾焚烧,1#废气排放口,91330482780464964W,平湖市德长环保有限公司
3,,33330483010841,330483,纺织染整,入管网口,9133048375709757XT,桐乡市濮院兴盛纺织品染整有限公司
3,,33330281000361,330281,电镀,1#排口,91330281747381710H,余姚市永兴电镀有限公司
3,,33331081000101,331081,电镀,1#排口,91330000712550473W,浙江钱江摩托股份有限公司
3,,33330283000111,330283,纺织染整,标排口,9133028375038084XG,宁波万信纺织有限公司
3,,33330109000351,330109,纺织染整,排放口,9133010970427785XX,杭州萧越染织有限公司
3,,33330326000052,330326,污水处理厂,标准排放口,913303260706901078,平阳县和佳污水处理有限公司
3,,33330109010554,330109,纺织染整,排放口,91330109770816313C,杭州集锦印染有限公司
3,,33330781001211,330781,电镀,标排口,91330781737774836U,兰溪新力五金工具有限公司
3,,33330381000241,330381,纺织染整,标准排放口,91330300145644069K,浙江华光汽车内饰股份有限公司
3,,33330183001391,330111,造纸,废水标排口,9133018373843733XR,杭州富阳明鑫纸业有限公司
3,,33330424000051,330424,纺织染整,纳管口,913304007470357706,浙江金元亚麻有限公司
3,,33330523000721,330523,电镀,标排口,913305236702925757,安吉巨水电镀有限公司
3,,33330424010641,330424,化工,纳管口,91330400575344103H,浙江三江化工新材料有限公司
3,,33330483000091,330483,纺织染整,总排口,91330483754931688B,浙江雅雪染整有限公司
3,,33330281000202,330281,热电,2#废气排口,91330281747396162N,宁波光耀热电有限公司
3,,33330424001144,330424,医药,VOCs排放口,91330424146783503M,浙江博仕达作物科技有限公司
3,,33331124000081,331124,合成革,标排口1#,91331124564408263B,浙江旭峰布业有限公司
3,,33330304000201,330304,电镀,标准排放口,91330304693856361P,温州瑞豪电子有限公司
