所属行业,站点名称,企业名称,经纬度
皮革,总排口,浙江富润纺织有限公司,"浙江省杭州市江干区富润纺织有限公司,120.207223"
皮革,1#,宁波市鄞州区城市排水有限公司鄞西污水厂,"浙江省宁波市海曙区鄞西污水厂,121.505118"
皮革,总排口,湖州三印丝绸炼染有限公司,"浙江省湖州市南浔区湖州三印丝绸炼染有限公司,120.258870"
皮革,标排口,宁波申洲针织有限公司,"浙江省宁波市北仑区宁波申洲针织有限公司,121.793631"
,标排口1#,杭州益邦氨纶有限公司(气),"浙江省杭州市萧山区杭州益邦氨纶有限公司,120.502049"
皮革,标排口,长涂镇污水处理厂,"浙江省舟山市岱山县长涂镇,122.353989"
热电,1#废气排放口,湖州协鑫环保热电有限公司,"浙江省湖州市南浔区湖州协鑫环保热电有限公司,120.412490"
皮革,标排口,浙江华达新型材料股份有限公司,"浙江省杭州市富阳区浙江华达新型材料股份有限公司,119.996359"
皮革,排放口,杭州科本药业有限公司,"浙江省杭州市萧山区杭州科本药业有限公司,120.402845"
皮革,总排口,浙江向日葵光能科技股份有限公司,"浙江省杭州市余杭区向日葵,120.188059"
皮革,排放口,杭州萧山东航工贸实业有限公司,"浙江省杭州市,120.155070"
,1#,缙云县安厦页岩砖厂,"浙江省丽水市缙云县,120.091573"
皮革,标排口,建德市梅城垃圾填埋场,"浙江省杭州市建德市梅城,119.504091"
皮革,标排口,宁波市城市排水有限公司新周污水处理厂,"浙江省宁波市北仑区新周污水处理厂,121.687469"
皮革,标排口,绍兴市上虞富强生态农业有限公司（东海养殖）,"浙江省绍兴市上虞区生态农业有限公司,120.701723"
皮革,标排口,杭州临平电镀有限公司,"浙江省杭州市余杭区杭州临平电镀有限公司,120.273631"
皮革,总排口,安和诚表面处理技术（杭州）有限公司,"浙江省杭州市萧山区安和诚表面处理技术(杭州)有限公司,120.498699"
锅炉,自备电厂排放口,宁波钢铁有限公司,"浙江省宁波市北仑区宁波钢铁有限公司,121.883031"
皮革,标排口,玉环县楚门电镀厂,"浙江省台州市玉环市楚门电镀厂,121.274492"
皮革,入管网口,海宁德尔化工有限公司,"浙江省嘉兴市海宁市海宁德尔化工有限公司,120.416225"
垃圾焚烧,标排口1#,苍南玉苍伟明环保能源有限公司（苍南宜嘉垃圾发电有限公司）,"浙江省温州市苍南县苍南宜嘉垃圾发电有限公司,120.488419"
皮革,标排口1#,临安众诚线路板厂,"浙江省杭州市临安区众诚线路板厂,119.731382"
皮革,标排口,丽水市小天使橡皮制造有限公司,"浙江省丽水市莲都区小天使橡皮制造有限公司,119.845842"
皮革,标排口1#,临安恒通工贸有限公司,"浙江省杭州市临安区临安恒通工贸有限公司,119.204460"
皮革,1#,杭州恒生印染有限公司,"浙江省杭州市余杭区杭州恒生印染有限公司,120.304773"
皮革,标排口,浙江成功纸业有限公司,"浙江省杭州市富阳区浙江成功纸业有限公司,119.978273"
,排放口1#,杭州新依盛印花有限公司,"浙江省杭州市萧山区杭州新依盛印花有限公司,120.567641"
皮革,标排口,江滨景观带湿地公园,"湖南省长沙市望城区洋湖湿地公园,112.948097"
皮革,入管网口,海宁家值家私有限公司,"浙江省嘉兴市海宁市海宁家值家私有限公司,120.581721"
皮革,2#标排口,中粮绍兴酒有限公司,"浙江省绍兴市柯桥区绍兴酒有限公司,120.422329"
皮革,排放口,宁波舟山港股份有限公司镇海港埠分公司,"浙江省宁波市镇海区镇海港埠分公司,121.724373"
皮革,1#,富阳市江东镀锌厂,"浙江省宁波市慈溪市江东,121.220219"
皮革,标排口,绍兴县新宇漂染有限公司,"广东省韶关市浈江区新宇,113.559059"
皮革,标排口1#,松阳县天工钼业有限公司,"浙江省丽水市松阳县,119.482015"
皮革,标准排放口,马站赤岭头生活垃圾卫生填埋厂,"浙江省温州市苍南县马站镇,120.857780"
皮革,标排口,浙江亿家实业有限公司,"浙江省杭州市萧山区实业有限公司,120.605897"
皮革,总排口,浙江德明汽车部件有限公司,"浙江省杭州市西湖区杭州汽车部件有限公司,120.097856"
皮革,标排口,绍兴天翔纺织印染服饰有限公司,"浙江省绍兴市柯桥区绍兴天翔纺织印染服饰有限公司,120.540594"
皮革,三期,绍兴水处理发展有限公司,"浙江省绍兴市柯桥区绍兴水处理发展有限公司,120.654779"
皮革,总排口,浙江万丰摩轮有限公司大市聚厂区（浙江万丰奥威汽轮股份有限公司）,"浙江省杭州市萧山区万丰,120.267672"
,废气排放口,宏达高科控股股份有限公司,"内蒙古自治区呼和浩特市土默特左旗宏达,111.126205"
皮革,标排口1,慈溪市亚虎带钢有限公司,"浙江省宁波市慈溪市,121.266579"
皮革,总排口,新昌县保利机械有限公司,"浙江省绍兴市新昌县,120.903866"
皮革,1#,缙云县壶镇表面精饰厂,"浙江省丽水市缙云县表面精饰厂,120.215936"
皮革,标排口,玉环县清港电镀厂,"浙江省台州市玉环市清港电镀厂,121.266440"
皮革,标排口,湖州红剑聚合物有限公司,"浙江省湖州市安吉县湖州红剑聚合物有限公司,119.627173"
热电,废气排放口,浙江清园生态热电有限公司,"浙江省杭州市富阳区浙江清园生态热电有限公司,119.982211"
皮革,标排口,浙江联盟食品工业有限公司,"浙江省杭州市余杭区食品工业有限公司,120.135193"
皮革,标准排放口,苍南玉苍伟明环保能源有限公司（苍南宜嘉垃圾发电有限公司）,"浙江省温州市苍南县苍南宜嘉垃圾发电有限公司,120.488419"
皮革,标排口,宁波联泰化学工业有限公司,"浙江省宁波市慈溪市宁波联泰化学工业有限公司,121.598961"
皮革,垃圾填埋场排放口,文成县利邦公用事业投资有限公司,"浙江省温州市文成县,120.091498"
,1#废气排放口,兰溪诸葛南方水泥有限公司,"浙江省金华市兰溪市诸葛南方水泥有限公司,119.296196"
皮革,总排口,嵊州市废弃物处理场（二期）渗滤液处理厂,"浙江省绍兴市嵊州市,120.831025"
皮革,1#,拜耳作物科学（中国）有限公司,"浙江省杭州市江干区拜耳作物科学(中国)有限公司,120.339584"
皮革,1#排放口,浙江遂昌正中莹石精选有限公司,"浙江省丽水市遂昌县遂昌正中莹石精选有限公司,119.358350"
,排放口,杭州红山染整有限公司,"浙江省杭州市萧山区萧山市红山染整有限公司,120.384757"
皮革,总排口,浙江华泰法瑞铝合金有限公司,"浙江省杭州市江干区铝合金,120.201035"
热电,1#,杭州临江环保热电有限公司,"浙江省杭州市萧山区临江环保热电有限公司,120.632395"
皮革,总排口,上海永新诸暨漂染厂（和晨漂染）,"上海市奉贤区永新,121.440483"
皮革,标排口,安吉县灵通纸业有限公司,"浙江省湖州市安吉县灵通纸业有限公司,119.712727"
皮革,标排口,杭州广龙实业有限公司,"浙江省杭州市萧山区杭州广龙实业有限公司,120.392304"
,1#废气排放口,浙江万凯新材料有限公司,"浙江省杭州市萧山区浙江万凯新材料有限公司,120.246469"
皮革,污水排放口,杭州味全食品有限公司,"浙江省杭州市江干区杭州味全食品有限公司,120.365090"
皮革,排污口,武义县正达金属丝制品有限公司,"浙江省金华市武义县武义县正达金属丝制品有限公司,119.845055"
皮革,标排口,浙江中捷环洲钢业(供应链集团）股份有限公司,"浙江省杭州市江干区股份有限公司,120.200576"
皮革,入管网口,海宁远东化工有限公司,"浙江省嘉兴市海宁市海宁远东化工有限公司,120.761810"
皮革,标排口,平阳县大鑫针织印染有限公司,"浙江省温州市平阳县大鑫针织印染有限公司,120.413004"
皮革,窨井,雁洲路纳污干管,"广东省广州市番禺区雁洲路,113.420456"
皮革,雨水口,武义县众誉工贸有限公司,"浙江省金华市武义县众誉工贸有限公司,119.864430"
皮革,1#,杭州久诚仁和电镀有限公司,"浙江省杭州市余杭区杭州久诚仁和电镀有限公司,120.273631"
皮革,总排口,丽水市南城金属制品有限公司,"浙江省丽水市莲都区南城金属制品有限公司,119.843035"
皮革,标排口,安吉亚太制动系统有限公司,"浙江省湖州市安吉县安吉亚太制动系统有限公司,119.620336"
皮革,纳管口,浙江平湖华龙实业股份有限公司,"浙江省嘉兴市平湖市华龙实业股份有限公司,121.208563"
皮革,标排口,浙江永田汽车配件有限公司,"浙江省杭州市萧山区浙江永田汽车配件有限公司,120.489808"
工业炉窑,标准排放口,温州市特广铸造有限公司,"浙江省温州市泰顺县温州市特广铸造有限公司,120.219088"
皮革,纳管口,嘉兴创新环保科技有限公司,"浙江省嘉兴市平湖市嘉兴创新环保科技有限公司,120.984134"
皮革,总排口,长兴宇鑫纺织印染有限公司,"浙江省湖州市长兴县宇鑫纺织印染有限公司,119.939604"
皮革,标排口,舟山国裕热镀锌有限公司,"浙江省舟山市定海区舟山国裕热镀锌有限公司,121.980781"
皮革,纳管口,浙江嘉兴市骏驰电镀有限公司,"浙江省嘉兴市南湖区骏驰电镀有限公司,120.812689"
皮革,标排口,浙江绍兴县振亚印染有限公司,"浙江省,120.152791"
皮革,标排口,浙江双环传动机械股份有限公司,"浙江省杭州市西湖区浙江双环传动机械股份有限公司,120.096680"
皮革,废水标排口,建德市垃圾填埋场,"浙江省杭州市建德市垃圾填埋场,119.237637"
皮革,标排口,浙江黄岩兽药厂,"浙江省台州市黄岩区黄岩兽药厂,121.258978"
,1#排放口,绍兴旗滨玻璃有限公司,"浙江省绍兴市越城区绍兴旗滨玻璃有限公司,120.761913"
皮革,标排口,苍南县宜嘉垃圾发电有限公司(苍南县伟明垃圾发电有限公司),"浙江省温州市苍南县宜嘉垃圾发电有限公司,120.488419"
皮革,总排口,德清县红丰纸业有限公司,"浙江省湖州市德清县红丰纸业有限公司,120.303530"
皮革,排污口1#,庆元县生活垃圾填埋场,"浙江省丽水市庆元县,119.062590"
,废气排放口,浙江华峰合成树脂有限公司,"浙江省杭州市西湖区合成,120.095940"
皮革,1#,浙江四方电子有限公司,"浙江省杭州市江干区四方电子有限公司,120.189898"
火电,四电站4#,中国石油化工股份有限公司镇海炼化分公司,"浙江省宁波市镇海区镇海炼化分公司,121.666911"
皮革,标排口,温岭市鑫佳纸业有限公司,"浙江省台州市温岭市鑫佳纸业有限公司,121.506745"
皮革,入管网口,嘉兴市中法金属表面处理有限公司,"浙江省嘉兴市南湖区嘉兴市中法金属表面处理有限公司,120.873924"
皮革,废水排放口,宁波市北仑环保固废处置有限公司,"浙江省宁波市北仑区北仑环保固废处置有限公司,122.121770"
垃圾焚烧,废气排放口#3,宁波北仑环保固废处理有限公司,"浙江省宁波市,121.550357"
皮革,标排口,旺达集团有限公司,"西藏自治区旺达镇,97.800140"
,废气排放口,海宁市新万年染整有限公司,"浙江省嘉兴市海宁市海宁市新万年染整有限公司,120.670500"
皮革,排放口,临海市盛威五金电镀有限公司,"浙江省台州市临海市临海市盛威五金电镀有限公司,121.259907"
,标排口,杭州富阳申能固废再生有限公司,"浙江省杭州市,120.155070"
皮革,标排口,玉环县玉清电镀厂,"浙江省台州市玉环市玉环县,121.236850"
,废气排放口,宁波利万聚酯材料有限公司,"浙江省宁波市北仑区宁波利万聚酯材料有限公司,121.978049"
皮革,标排口,杭州帝凯化工有限公司,"浙江省杭州市萧山区杭州帝凯化工有限公司,120.505636"
皮革,排放口,杭州萧山南阳造纸有限公司,"浙江省杭州市萧山区杭州萧山南阳造纸有限公司,120.404221"
,标排口1#,浙江浙能龙泉生物质发电有限公司,"浙江省丽水市龙泉市浙江浙能龙泉生物质发电有限公司,118.977383"
皮革,排放口1,慈溪市禾成金属有限公司,"浙江省宁波市慈溪市慈溪市禾成金属有限公司,121.271090"
皮革,标排口1#,农夫山泉浙江千岛湖有限公司,"浙江省杭州市淳安县农夫山泉浙江千岛湖有限公司,119.054982"
皮革,标排口,杭州环境集团有限公司老厂,"浙江省杭州市拱墅区环境集团有限公司,120.197114"
皮革,1#排放口,浙江群英车业有限公司,"浙江省杭州市滨江区车业有限公司,120.219946"
皮革,二期,绍兴水处理发展有限公司,"浙江省绍兴市柯桥区绍兴水处理发展有限公司,120.654779"
,排放口,杭州三印印染有限公司,"浙江省杭州市萧山区杭州三印印染有限公司,120.548594"
,排放口,浙江联达化纤有限公司,"浙江省杭州市萧山区联达化纤有限公司,120.410852"
,标排口1#,丽水赛丽生物质发电有限公司,"浙江省丽水市松阳县丽水赛丽生物质发电有限公司,119.461432"
皮革,废水排放口,浙江凯胜畜产品加工有限公司,"浙江省杭州市桐庐县浙江凯胜畜产品加工有限公司,119.720755"
,2号废气排放口,长兴旗滨玻璃有限公司,"浙江省湖州市长兴县长兴旗滨玻璃有限公司,119.973725"
,2号机,杭州保利电梯导轨制造有限公司,"浙江省杭州市富阳区杭州保利电梯导轨制造有限公司,119.897920"
