一直以来想对中华传统文化尤其是中华优秀传统文化做一个比较全面的了解，感谢中国大学慕课平台提供了这么好的学习机会，目前主要学习了前面10讲的内容，感谢张亮老师富有激情而又生动地讲解，期待后面的精彩讲解。
课程内容非常紧凑充实，逻辑明确，笔记记得很多
刚刚听了三讲，感觉非常有收获，更发现自己的无知，感谢几位老师的付出，觉得这门课程非常有意义，期待后面的内容会更精彩，会一直追完！
"形式上，老师们讲课风格很好 很喜欢 ；
内容上，体系比较完整 ，内容很详实，值得深入学习
"
老师讲的非常详细，收获很大
很好老师讲的非常好
"让我详细的了解到了中国上下五千年的历史文化
"
中华传统文化博大精深、源远流长，授课老师们让我对中华优秀传统文化有了更深的了解与认识，知道了很多有关传统文化的知识，可以说是受益匪浅
从中学习了不少大中华的优秀传统文化，为我大中华自豪。
改变了原来的看法，知道中华传统文化和中华优秀传统文化的区别，明白了本民族文化的历史和传承的意义！感恩老师！
课程很好....
优秀传统文化博大精深，自己还需要好好地研读！
老师讲的非常好，获益匪浅
不错，很长知识
传统文化，引人深思。
这样的非常精彩，太好了，
中国文化博大精深源远流长，老师们讲得很好，课程内容丰富，课程设计合理，听了之后使我们豁然开朗受益匪浅。
能够从远古的历史到近代、到现代。讲清楚了中华传统文化的优秀，受益匪浅啊！！！！！
很棒，对历史的感悟又加深了
本课程追本溯源、循序渐进，以浩大恢弘之历史与文化视角向学习者阐述中华优秀传统文化的发展过程与对其未来之展望。讲师们讲解既旁征博引、引经据典，又贴近生活，可谓于浅近而不失雅致，深邃而不落晦涩。望继续努力！
一直以来想对中华传统文化尤其是中华优秀传统文化做一个比较全面的了解，感谢中国大学慕课平台提供了这么好的学习机会，目前主要学习了前面10讲的内容，感谢张亮老师富有激情而又生动地讲解，期待后面的精彩讲解。
课程内容非常紧凑充实，逻辑明确，笔记记得很多
刚刚听了三讲，感觉非常有收获，更发现自己的无知，感谢几位老师的付出，觉得这门课程非常有意义，期待后面的内容会更精彩，会一直追完！
"形式上，老师们讲课风格很好 很喜欢 ；
内容上，体系比较完整 ，内容很详实，值得深入学习
"
老师讲的非常详细，收获很大
很好老师讲的非常好
"让我详细的了解到了中国上下五千年的历史文化
"
中华传统文化博大精深、源远流长，授课老师们让我对中华优秀传统文化有了更深的了解与认识，知道了很多有关传统文化的知识，可以说是受益匪浅
从中学习了不少大中华的优秀传统文化，为我大中华自豪。
改变了原来的看法，知道中华传统文化和中华优秀传统文化的区别，明白了本民族文化的历史和传承的意义！感恩老师！
课程很好....
优秀传统文化博大精深，自己还需要好好地研读！
老师讲的非常好，获益匪浅
不错，很长知识
传统文化，引人深思。
这样的非常精彩，太好了，
中国文化博大精深源远流长，老师们讲得很好，课程内容丰富，课程设计合理，听了之后使我们豁然开朗受益匪浅。
能够从远古的历史到近代、到现代。讲清楚了中华传统文化的优秀，受益匪浅啊！！！！！
很棒，对历史的感悟又加深了
本课程追本溯源、循序渐进，以浩大恢弘之历史与文化视角向学习者阐述中华优秀传统文化的发展过程与对其未来之展望。讲师们讲解既旁征博引、引经据典，又贴近生活，可谓于浅近而不失雅致，深邃而不落晦涩。望继续努力！
更加深入的了解了我们中华民族的传统文化，也理解了优秀文化的含义，并且还学到了一些为人处世的道理。
通过学习才知道什么才是真正的传统文化，感恩几位优秀老师们的辛苦付出。感恩
中华优秀传统文化内涵丰富，意义深远，它是流淌在我们中华民族身体中血脉，生生不息，源远流长，让我受益匪浅。
通过本课程的学习，使我对中国传统文化有了更深刻的认识
课程内容很有意义，不仅仅是让我更加了解中华传统优秀文化，也让我更清晰的认识到中华文化对我们自己，对世界都是影响深远的。
了解了中国优秀传统文化
看下来感觉学到了很多中华传统文化知识，对自己的价值观形成有很大的积极作用，就是还希望加入一些趣味性的东西与当今社会联系在一起
非常有意思的课程
"挺好的，就是没有期末考试
"
受益匪浅 继续努力
我觉得学习了这门课，收获很多，中华民族优秀传统文化作为中国千年来传承之精神，是我们应该努力学习的，这是基本的，修“术”，不忘修“道”。
还不错呢呢
    哇！超出预期了
学习中国传统文化nice
真的很好！
帮助特别大
中华传统文化博大精深
好......
收获了很多！
课程非常好
提升文化自信最好的学习内容
老师讲的很好
"我觉得挺好的
"
希望设置时，没点提交，关闭网页，不算提交
很好的课程
通过学习收获很大
很好学到很多
uu鬼鬼跟
很有趣，也增长了很多知识
坚持 有道理
"这门课非常好
"
ZHENBAN
"学到了好多未曾设想的知识
"
讲的太棒了我很喜欢
好帮，好有用。
从老师的讲解中我对中国历史有了更深入的了解
老师讲的好
学习了很多中国传统文化
老师讲的太好了，使我受益匪浅，对中国的传统文化有了更深的认识
内容丰富，学习时较好。
从各个层面讲述了中华优秀文化，尤其后几讲。天行健，君子以自强不息；地势坤，君子以厚德载物。
非常不错，值得学习
国家文化的博大与包容性
很好，收获很大。
非常有收获
张亮老师侃侃而谈，胡星铭老师娓娓道来，让我对中华优秀传统文化有了更深入的了解
好的好的好
中国文化博大精深
课程内容组织结构严谨、过程紧凑，授课方式深入浅出，让我对中国优秀传统文化有了更深入的了解和感悟。
老师讲课条理清晰，便于理解！
"课程非常棒，受益匪浅
"
"好111111
"
9-99-9-
中华文化博大精深，自己学习之处还有很多
课件内容通俗易懂，非常长见识，感谢老师精心授课。
很好的课程
太棒了，繼續加油
传统文化博大精深
收获颇多，但是能否多一些古人的例子在讲述其中道理呢？
老师讲得很好，我也学下了好多知识
"挺好的不错
"
认真学习，感受中华优秀传统文化的博大精深，传承经典！
可以根据自己的进度调整学习计划
"中华传统文化课程很好
"
课程非常实用，学到了好多新知识
非常优秀，受益匪浅
"老师讲的非常好
"
"感受中国传统文化，领略到传统文化的魅力。
"
老师讲的很好，内容很丰富
我觉得课程非常好
课程很好值得学习推荐
课程新颖，教师见解独到，受益匪浅
非常好，讲解通俗易懂，内容充实，有深度，有收获。
感谢教师团队的付出，感恩老师的教育。
老师讲的很好
非常不错，了解了许多传统文化知识
"这课是真的不错
"
挺好的  真的不错 了解很多课外知识
内容十分深入浅出，使我受益无穷
非常好的讲课
课程讲的挺好
从走进中华优秀传统文化这门课中，我学习到了精忠报国，以民为本，天下大同，勤俭廉政，舍生取义等良好品质。
通过中华优秀传统文化的学习，对我帮助很大
很好的課程
爱了爱了，就喜欢先辈们的哲思感悟。
课程让我学到了很多优秀的中华传统文化
学习完本课，引起我的思考：中华优秀传统文化与地理学科有怎样的联系？如24节气，古诗词等，受益匪浅！
"真的很棒了

"
很好真好非常好
好好好好好啊好
知道了很多不知道的的
很好，老师讲的很棒
讲解清晰，受益匪浅。
真的很不错
课程新颖，讲解浅显易懂，风趣幽默
了解了更过的中国传统文化
深入了解了我国的传统文化历史
课程不是枯燥无味
不错的哦~~~
666666666666666666
好好好好好好好好好好好好好好好好好好好好好好好好好好
"太好了太棒了

"
中华文化博大精深，源远流长，我们要继承和发扬中华文化
超级超级棒
慕课这个平台太好了，让我从中学到了许多知识，老师们讲的真好。
非常喜欢，收获满满
"这课太棒了
"
uefhs  
很系统，内容丰富。
老师讲的非常有趣生动！
"老师讲的非常有条理，很有收获！
"
切合实际，受益匪浅。
中国文化底蕴深厚，受益匪浅
这种授课模式很好
"好给v更何况vv
"
改变我的思想
"走进中华优秀传统文化
"
非常棒，太棒了。
不错不错不错
特别特别好
很方便 可以重复看
超级棒哦。
很好，学完后受益匪浅。
老师讲的非常好
从课程名称《走进中华优秀传统文化》就吸引了我，迫不及待想通过课程学习了解中华优秀传统文化，老师精彩而又丰富多彩的讲解，让我们浅显的了解了文化的皮毛，很多的背后的故事还需要更深的文化底蕴方能更加有效的吸收和认识，感谢老师的付出，谢谢老师，要是有更多更深的讲解就更好了。
"中华传统文化这门课老师讲的很好，讲述了很多不知道的传统文化，使我对传统文化有了一定的了解和喜爱，也让我更加对中华民族这个源远流长的民族感到自豪和骄傲
"
学习使我快乐
中国文化博大精深
学习充实自己
让我充分认识的中华传统文化的魅力
很好很强大
体味优秀的传统文化，很有韵味
课程非常好
.......
真的好我学习到了很多
我感觉很好
中华传统文化，博大精深
了解中国 优秀传统文化
非常好，讲解深入浅出。
老师讲的很精彩
讲解清晰，有条理
中华文化博大精深，又一次感受华夏文化的魅力
学习中国传统文化，取其精华去其糟粕是我们当代大学生因该干的事！
课程很棒，继续学习
非常好，我感到了久违的快乐
"学习到了中国的优秀传统文化
"
"中华传统文化就是文明演化而汇集成的一种反映民族特质和风貌的民族文化。我们要学习并且传承中华优秀传统文化。
通过这门课程，了解到中华传统文化是指以华夏民族为主流的多元文化，在长期的历史发展过程中融合、形成、发展起来的，具有稳定形态的中国文化。
"
一个国家文化的传承就是这个国家灵魂的传承，没有文化传承的国家，就不是一个大国。
特别棒 让我充分了解了中华文化
通过这门课程，使我了解了许多不知道的中华文化
好好好好好
学到了好多
讲的太好了
老师教材把握很娴熟，旁征博引，深入浅出，让人受益无穷。
课程非常好
henghao.
"内容非常好。
"
"很有用啊哈哈
"
6666666
"让我在平时学习的同时通过线上教学学习到了课本之外的知识
"
收获非常大
讲的挺细的
"学习了我国优秀的历史 感触甚多
"
老师的讲述很生动，让我们对中国传统文化更加了解
可以更好的了解我们的传统文化
