Date,Open,High,Low,Close,Turnover,日收益率
2019-08-26,51.19,51.51,50.63,51.04,27597048,-0.02315789473684212
2019-08-27,51.5,52.39,51.31,52.05,27139138,0.019788401253918456
2019-08-28,52.02,52.45,51.65,52.22,21467532,0.003266090297790619
2019-08-29,52.15,52.5,51.6,51.93,20860064,-0.005553427805438513
2019-08-30,52.6,53.4,52.1,52.78,27827188,0.016368187945311023
2019-09-02,53.7,54.75,53.51,54.23,51561472,0.027472527472527392
2019-09-03,54.78,54.99,54.08,54.31,30740896,0.001475198229762224
2019-09-04,54.25,54.78,53.6,54.45,31752482,0.0025777941447247387
2019-09-05,54.88,54.97,53.83,53.9,30236192,-0.010101010101010178
2019-09-06,54.1,54.38,53.47,54.21,24858028,0.005751391465677222
2019-09-09,54.69,54.89,53.82,54.11,29073612,-0.0018446781036709355
2019-09-10,54,54.08,53.2,53.84,23586608,-0.004989835520236481
2019-09-11,54,54.4,53.15,53.4,19608350,-0.008172362555720743
2019-09-12,53.88,54.3,53.52,54.1,21300122,0.01310861423220979
2019-09-16,54.4,54.41,53.35,53.47,23680968,-0.011645101663585998
2019-09-17,53.25,53.46,52.74,53,20692272,-0.00878997568730127
2019-09-18,53.27,53.27,52.57,52.71,22507122,-0.005471698113207531
2019-09-19,53.09,53.44,52.58,52.84,20497104,0.0024663251754885704
2019-09-20,53.12,53.2,52.1,52.7,27546436,-0.002649507948523856
2019-09-23,52.64,52.64,51.69,52.08,20687252,-0.011764705882353026
2019-09-24,52.04,52.45,51.56,52.07,20724644,-0.00019201228878644414
2019-09-25,52,52,51.01,51.08,29297398,-0.01901286729402731
2019-09-26,51.19,51.47,50.5,51,24543470,-0.0015661707126076408
2019-09-27,51,51.39,50.66,51.32,19973276,0.0062745098039215744
2019-09-30,51.1,51.78,50.91,51.1,16370844,-0.004286827747466852
2019-10-08,51.4,52.81,51.25,52.65,42248580,0.030332681017612467
2019-10-09,52.24,52.65,51.91,52.5,18848868,-0.0028490028490028223
2019-10-10,52.48,52.48,51.77,52.18,17120946,-0.006095238095238101
2019-10-11,52.43,53.05,52.11,52.92,21816588,0.014181678804139555
2019-10-14,53.33,53.82,53.1,53.45,26469716,0.010015117157974322
2019-10-15,53.75,53.94,53.17,53.47,16760705,0.0003741814780167637
2019-10-16,53.77,54.2,53.46,53.66,20609324,0.0035533944267813304
2019-10-17,54.03,54.03,52.96,53.22,18456848,-0.00819977636973533
2019-10-18,53.57,53.97,52.45,52.65,18127972,-0.01071025930101466
2019-10-21,52.7,53.65,52.7,53.48,18151272,0.015764482431149064
2019-10-22,53.78,54.16,53.5,53.94,18741016,0.008601346297681393
2019-10-23,53.58,54.1,53.5,53.73,13121083,-0.003893214682981106
2019-10-24,53.84,53.9,53.26,53.75,13907667,0.0003722315280104807
2019-10-25,53.98,53.98,52.78,53.8,18203156,0.000930232558139482
2019-10-28,54,54.12,53.37,53.59,19337788,-0.0039033457249069473
2019-10-29,53.95,54.47,53.7,54,22941030,0.007650681097219566
2019-10-30,53.68,54,53.06,53.47,16028642,-0.009814814814814835
2019-10-31,55,55.99,54.54,55.5,62793044,0.037965214138769424
2019-11-01,55.8,59.5,55.6,58.89,74565184,0.06108108108108109
2019-11-04,59.55,60,58.71,59.14,38428516,0.0042452029206996094
2019-11-05,59.49,60.08,58.78,59.39,34345104,0.004227257355427798
2019-11-06,59.77,60.3,59.27,59.84,26435144,0.007577033170567483
2019-11-07,59.7,59.7,58.79,59.5,20338732,-0.005681818181818238
2019-11-08,60.78,60.8,59.33,59.62,31004692,0.0020168067226890326
2019-11-11,58.65,58.71,57,57.2,43571184,-0.04059040590405895
2019-11-12,56.7,57.1,55.75,56.09,36157576,-0.019405594405594393
2019-11-13,56.88,56.91,56.11,56.55,22896460,0.008201105366375356
2019-11-14,56.88,56.98,55.61,56.59,20979040,0.0007073386383732317
2019-11-15,56.72,57,56.36,56.55,14196674,-0.0007068386640750353
2019-11-18,56.55,56.98,55.8,56.69,18003796,0.002475685234305934
2019-11-19,56.58,57.98,56.4,57.83,25267944,0.02010936673134593
2019-11-20,58,58.01,57.11,57.15,13982370,-0.011758602801314192
2019-11-21,57,57.25,55.75,56.2,19883508,-0.016622922134733084
2019-11-22,56.47,57.2,55.46,55.73,20682680,-0.008362989323843523
2019-11-25,55.73,56.54,55.02,56.53,18012920,0.01435492553382387
2019-11-26,57.3,57.35,56.14,56.56,18770568,0.0005306916681408303
2019-11-27,55.43,55.59,54.67,55.13,29081052,-0.025282885431400278
2019-11-28,55.74,55.74,54.76,55.17,20312020,0.0007255577725376228
2019-11-29,55.11,55.14,53.68,54.3,25382652,-0.015769439912996275
2019-12-02,54.58,55.09,54.32,54.75,18098748,0.008287292817679611
2019-12-03,54.76,55.03,54.09,54.53,20887582,-0.004018264840182628
2019-12-04,54.29,55.39,54,55.36,27380472,0.015220979277461915
2019-12-05,55.85,55.87,55.11,55.53,20504444,0.0030708092485549443
2019-12-06,55.64,56.74,55.53,56.2,23793592,0.012065550153070443
2019-12-09,56.6,57.5,56.18,56.81,20851492,0.010854092526690381
2019-12-10,56.72,57.88,56.7,57.65,20717666,0.01478612920260511
2019-12-11,57.67,57.78,56.8,57.06,13965464,-0.010234171725932287
2019-12-12,57.53,57.67,56.8,56.92,12708431,-0.0024535576586049873
2019-12-13,58,58.5,57.57,58.4,28444324,0.026001405481377315
2019-12-16,58.1,58.33,57.8,58.11,21648748,-0.00496575342465752
2019-12-17,58.11,58.95,57.74,58.5,25584712,0.006711409395973165
2019-12-18,58.8,59.3,57.91,58.2,23648828,-0.00512820512820508
2019-12-19,58,58.5,57.86,58.08,13476377,-0.002061855670103171
2019-12-20,58.35,58.6,57.8,57.8,18136622,-0.004820936639118477
2019-12-23,58.32,58.32,56.98,57.27,24086744,-0.009169550173010278
2019-12-24,57.29,57.5,56.78,57.08,17334536,-0.003317618299284177
2019-12-25,57.2,57.75,57,57.2,16225738,0.0021023125437982576
2019-12-26,57.4,57.73,57.16,57.6,14261992,0.006993006993006968
2019-12-27,57.8,58.13,57.16,57.2,18158832,-0.00694444444444442
2019-12-30,57,58.6,56.65,58.23,23802864,0.0180069930069929
2019-12-31,58.17,58.4,57.91,58.25,15979355,0.00034346556757690414
2020-01-02,58.66,59.89,58.41,59.75,34622556,0.02575107296137339
2020-01-03,59.9,59.96,58.18,58.26,27004256,-0.02493723849372388
2020-01-06,57.8,58.2,56,57.2,28842532,-0.018194301407483612
2020-01-07,57.4,58.21,57.2,58.05,22526508,0.01486013986013976
2020-01-08,57.51,58.98,57.37,58.28,25321048,0.0039621016365203095
2020-01-09,58.8,59.73,58.5,59.45,29635396,0.020075497597803735
2020-01-10,59.97,60.49,59.45,59.99,28070612,0.009083263246425553
2020-01-13,60.5,60.66,59.5,60.11,27951168,0.002000333388898107
2020-01-14,60.5,60.8,59.72,59.88,16250035,-0.003826318416236847
2020-01-15,59.9,60,58.88,59.5,21489972,-0.006346025384101579
2020-01-16,60,60.06,59.23,59.66,19981398,0.0026890756302520437
2020-01-17,59.99,61,59.49,60.31,21713278,0.010895072075092285
2020-01-20,60.8,60.96,59.83,60.2,20191080,-0.0018239097993699126
2020-01-21,59.7,59.76,58.03,58.1,27643206,-0.03488372093023258
2020-01-22,57.52,57.96,56,57.48,41160620,-0.010671256454389063
2020-01-23,56.1,56.74,55,55.1,59653652,-0.04140570633263736
2020-02-03,49.59,52.59,49.59,50.19,70506720,-0.0891107078039928
2020-02-04,50.3,52.82,50.3,52.79,40413100,0.05180314803745769
2020-02-05,52.92,53.47,52.45,52.87,34895008,0.0015154385300245937
2020-02-06,52.87,53.96,52.36,53.79,39366800,0.01740117268772464
2020-02-07,53.5,53.53,52.2,52.83,34409000,-0.017847183491355285
2020-02-10,52.3,52.78,51.72,52.3,34604768,-0.010032178686352472
2020-02-11,53.19,54.99,52.8,54.68,49388232,0.04550669216061191
2020-02-12,54.57,55.36,54.02,54.89,23433772,0.003840526700804697
2020-02-13,54.56,54.58,53.5,53.8,31930660,-0.019857897613408698
2020-02-14,53.5,53.96,53.18,53.74,21004388,-0.0011152416356876426
2020-02-17,53.34,54.42,53.24,54.4,32505252,0.012281354670636334
2020-02-18,54.4,54.4,53.32,53.53,33203504,-0.015992647058823483
2020-02-19,53.36,53.87,53.17,53.54,23732854,0.00018681113394354587
2020-02-20,53.7,54.98,53.32,54.86,37041152,0.024654463952185287
2020-02-21,54.5,54.82,54.02,54.28,29779868,-0.01057236602260296
2020-02-24,55.36,55.37,54.45,54.91,40782416,0.011606484893146562
2020-02-25,54,54.46,53.8,54.43,31546204,-0.008741577126206464
2020-02-26,53.7,55.32,53.21,54.3,38724016,-0.0023883887562006715
2020-02-27,54.3,55.2,54.21,54.91,28493464,0.011233885819521169
2020-02-28,53.88,54.18,52.79,53.05,33405712,-0.03387361136405025
2020-03-02,53.05,54.75,53.05,54.34,31893448,0.024316682375117932
2020-03-03,54.51,55,53.97,54.5,26499920,0.002944423997055513
2020-03-04,54,54.44,53.61,54.25,23908428,-0.0045871559633027525
2020-03-05,54.55,56.8,54.35,56.54,57571840,0.04221198156682026
2020-03-06,55.82,56.3,55.54,55.8,28024324,-0.013088079235939194
2020-03-09,54.4,54.47,53.81,53.89,35634256,-0.03422939068100352
2020-03-10,53.89,55.68,53.89,55.32,37563180,0.026535535349786598
2020-03-11,55.12,55.32,54.46,54.47,19260672,-0.015365148228488818
2020-03-12,53.85,53.87,52.88,53.17,34405500,-0.023866348448687298
2020-03-13,50.87,52.96,50.07,51.9,45208352,-0.023885649802520278
2020-03-16,52.2,52.27,50,50.1,39667900,-0.03468208092485544
2020-03-17,49.62,51.3,48.57,49,47708176,-0.021956087824351326
2020-03-18,49.7,51.89,49.58,49.7,58605924,0.014285714285714344
2020-03-19,50.35,50.6,47.5,48.6,55486856,-0.02213279678068413
2020-03-20,49.25,49.73,48.5,49.05,36706700,0.009259259259259172
2020-03-23,47.5,47.98,46.3,46.5,47703624,-0.0519877675840978
2020-03-24,47.35,48.25,46.91,47.99,41957600,0.032043010752688214
2020-03-25,49.5,50.16,48.86,49.49,39011328,0.0312565117732861
2020-03-26,49.49,49.49,49.49,49.49,0,0.0
